日期	股票代號	股票名稱	開盤價	最高價	最低價	收盤價	漲跌	漲幅(%)	振幅(%)	成交量	成交筆數	成交金額(千)	均張	成交量變動(%)	均張變動(%)	股本(百萬)	總市值(億)	市值比重(%)	本益比	股價淨值比	本益比(近四季)	週轉率(%)	成交值比重(%)	漲跌停	均價	成交量(股)	RTIME
20000104	1201	味全	8.2	8.3	8	8.15	0	0	3.68	2136	419	17373	5.1	-6.77	4.08	5061	41.2	0.032		0.92		0.42	0.008	0	8.13	2136000	123456
20000105	1201	味全	8.1	8.7	8.1	8.7	0.55	6.75	7.36	4793	932	40907	5.1	124.39	0	5061	44	0.033		0.98		0.93	0.016	1	8.53	4793379	123456
20000106	1201	味全	9.3	9.3	9.05	9.3	0.6	6.9	2.87	4030	810	37386	5	-15.92	-1.96	5061	47.1	0.036		1.04		0.79	0.014	1	9.28	4030261	123456
20000107	1201	味全	9.95	9.95	9.75	9.95	0.65	6.99	2.15	8150	1410	80961	5.8	102.23	16	5061	50.4	0.038		1.12		1.61	0.036	1	9.93	8150591	123456
20000110	1201	味全	10.6	10.6	10.3	10.6	0.65	6.53	3.02	8702	1669	91524	5.2	6.77	-10.34	5061	53.6	0.04		1.19		1.71	0.038	1	10.52	8702809	123456
20000111	1201	味全	11.3	11.3	11	11.3	0.7	6.6	2.83	4978	1001	56220	5	-42.79	-3.85	5061	57.2	0.043		1.27		0.98	0.017	1	11.29	4978405	123456
20000112	1201	味全	12	12	10.95	11.3	0	0	9.29	12601	2284	145097	5.5	153.13	10	5061	57.2	0.042		1.27		2.54	0.061	0	11.51	12601592	123456
20000113	1201	味全	11.3	11.4	10.8	11	-0.3	-2.65	5.31	5485	1235	60591	4.4	-56.47	-20	5061	55.7	0.041		1.24		1.09	0.023	0	11.05	5485267	123456
20000114	1201	味全	11.1	11.2	10.5	10.7	-0.3	-2.73	6.36	3909	761	42213	5.1	-28.73	15.91	5061	54.2	0.04		1.2		0.78	0.021	0	10.8	3909723	123456
20000115	1201	味全	10.9	10.9	10.6	10.7	0	0	2.8	2471	565	26567	4.4	-36.79	-13.73	5061	54.2	0.04		1.2		0.49	0.014	0	10.75	2471645	123456
20000117	1201	味全	10.95	11.4	10.95	11.4	0.7	6.54	4.21	4300	752	48396	5.7	74.02	29.55	5061	57.7	0.042		1.28		0.84	0.024	1	11.25	4300000	123456
20000118	1201	味全	12.1	12.15	12.1	12.15	0.75	6.58	0.44	5003	869	60713	5.8	16.35	1.75	5061	61.5	0.045		1.36		0.99	0.035	1	12.13	5003361	123456
20000119	1201	味全	13	13	12.7	13	0.85	7	2.47	8652	1682	112172	5.1	72.94	-12.07	5061	65.8	0.048		1.46		1.7	0.069	1	12.96	8652271	123456
20000120	1201	味全	13.6	13.6	12.1	12.55	-0.45	-3.46	11.54	11352	2198	146116	5.2	31.21	1.96	5061	63.5	0.047		1.41		2.3	0.106	0	12.87	11352286	123456
20000121	1201	味全	12.5	13	12.3	12.9	0.35	2.79	5.58	5775	1093	72778	5.3	-49.13	1.92	5061	65.3	0.047		1.45		1.11	0.039	0	12.6	5775511	123456
20000124	1201	味全	12.9	13.15	12.9	13	0.1	0.78	1.94	6586	1160	85577	5.7	14.04	7.55	5061	65.8	0.047		1.46		1.3	0.044	0	12.99	6586512	123456
20000125	1201	味全	13	13.9	13	13.9	0.9	6.92	6.92	11085	1998	151125	5.5	68.31	-3.51	5061	70.3	0.05		1.56		2.15	0.092	1	13.63	11085950	123456
20000126	1201	味全	13.9	14.8	13.9	14.25	0.35	2.52	6.47	10183	1915	146303	5.3	-8.14	-3.64	5061	72.1	0.05		1.6		2.03	0.066	0	14.37	10183322	123456
20000127	1201	味全	14.1	14.5	14.1	14.25	0	0	2.81	7353	1581	105008	4.7	-27.79	-11.32	5061	72.1	0.05		1.6		1.46	0.051	0	14.28	7353395	123456
20000128	1201	味全	14.3	14.3	13.6	13.8	-0.45	-3.16	4.91	5945	1306	82670	4.6	-19.15	-2.13	5061	69.8	0.048		1.55		1.18	0.04	0	13.91	5945001	123456
20000129	1201	味全	13.8	13.8	13.15	13.15	-0.65	-4.71	4.71	4096	929	54935	4.4	-31.1	-4.35	5061	66.6	0.046		1.48		0.82	0.038	0	13.41	4096511	123456
20000131	1201	味全	13.25	14.05	13.25	14.05	0.9	6.84	6.08	4094	708	56951	5.8	-0.05	31.82	5061	71.1	0.049		1.58		0.8	0.037	1	13.91	4094000	123456
20000201	1201	味全	14.85	15	14.3	14.75	0.7	4.98	4.98	9585	2071	140518	4.6	134.12	-20.69	5061	74.6	0.051		1.66		1.88	0.07	0	14.66	9585501	123456
20000209	1201	味全	15.1	15.5	14.5	15.1	0.35	2.37	6.78	8085	1634	120384	4.9	-15.65	6.52	5061	76.4	0.051		1.7		1.58	0.052	0	14.89	8085000	123456
20000210	1201	味全	15.2	15.3	14.8	14.85	-0.25	-1.66	3.31	6288	1366	94372	4.6	-22.23	-6.12	5061	75.2	0.05		1.67		1.25	0.044	0	15.01	6288400	123456
20000211	1201	味全	15	15.5	14.85	15.1	0.25	1.68	4.38	7433	1682	112729	4.4	18.21	-4.35	5061	76.4	0.05		1.7		1.48	0.045	0	15.17	7433042	123456
20000214	1201	味全	15.1	15.2	14.5	14.5	-0.6	-3.97	4.64	4940	1156	73661	4.3	-33.54	-2.27	5061	73.4	0.049		1.63		1	0.036	0	14.91	4940292	123456
20000215	1201	味全	14.5	14.7	13.6	13.9	-0.6	-4.14	7.59	4462	1002	62760	4.5	-9.68	4.65	5061	70.3	0.047		1.56		0.89	0.039	0	14.06	4462166	123456
20000216	1201	味全	13.9	14.85	13.9	14.85	0.95	6.83	6.83	6249	1121	91833	5.6	40.05	24.44	5061	75.2	0.05		1.67		1.22	0.05	1	14.7	6249066	123456
20000217	1201	味全	15	15.3	14.85	15	0.15	1.01	3.03	8148	1691	122667	4.8	30.39	-14.29	5061	75.9	0.049		1.68		1.62	0.051	0	15.05	8148610	123456
20000218	1201	味全	15.3	16	14.9	16	1	6.67	7.33	23197	2844	362494	8.2	184.7	70.83	5061	81	0.053		1.8		4.48	0.14	1	15.63	23197787	123456
20000219	1201	味全	16.2	17.1	16.2	17.1	1.1	6.88	5.63	17932	2914	300818	6.2	-22.7	-24.39	5061	86.5	0.057		1.92		3.48	0.141	1	16.78	17932390	123456
20000221	1201	味全	18.2	18.2	17.8	18.2	1.1	6.43	2.34	13238	2251	239813	5.9	-26.18	-4.84	5061	92.1	0.062		2.04		2.6	0.097	1	18.12	13238000	123456
20000222	1201	味全	18.5	19	17	17	-1.2	-6.59	10.99	19766	3727	349214	5.3	49.31	-10.17	5061	86	0.059		1.91		4.06	0.177	-1	17.67	19766856	123456
20000223	1201	味全	16.1	16.6	15.9	15.9	-1.1	-6.47	4.12	8760	1602	141883	5.5	-55.68	3.77	5061	80.5	0.055		1.79		1.76	0.088	-1	16.2	8760553	123456
20000224	1201	味全	15.4	16.3	15	15	-0.9	-5.66	8.18	8662	1649	134252	5.3	-1.12	-3.64	5061	75.9	0.052		1.68		1.77	0.083	0	15.5	8662365	123456
20000225	1201	味全	14.8	15.3	13.95	13.95	-1.05	-7	9	8014	1582	114475	5.1	-7.48	-3.77	5061	70.6	0.05		1.57		1.62	0.076	-1	14.28	8014986	123456
20000229	1201	味全	14.3	14.6	13.75	14.15	0.2	1.43	6.09	5450	1142	77563	4.8	-31.99	-5.88	5061	71.6	0.05		1.59		1.08	0.068	0	14.23	5450051	123456
20000301	1201	味全	14.55	15.1	14.4	15.1	0.95	6.71	4.95	2178	469	32394	4.6	-60.04	-4.17	5061	76.4	0.052		1.7		0.42	0.025	1	14.87	2178012	123456
20000302	1201	味全	16	16.1	15.4	15.7	0.6	3.97	4.64	7860	1610	124298	4.9	260.88	6.52	5061	79.5	0.055		1.76		1.56	0.099	0	15.81	7860566	123456
20000303	1201	味全	15.4	15.9	15	15.1	-0.6	-3.82	5.73	4623	928	70802	5	-41.18	2.04	5061	76.4	0.052		1.7		0.93	0.06	0	15.31	4623494	123456
20000304	1201	味全	15.4	15.6	14.8	14.8	-0.3	-1.99	5.3	3435	829	52008	4.1	-25.7	-18	5061	74.9	0.051		1.66		0.69	0.039	0	15.14	3435424	123456
20000306	1201	味全	14.7	14.7	14	14.1	-0.7	-4.73	4.73	2297	579	32954	4	-33.13	-2.44	5061	71.4	0.05		1.58		0.46	0.031	0	14.35	2297000	123456
20000307	1201	味全	14.05	14.5	13.9	14.3	0.2	1.42	4.26	2818	681	40051	4.1	22.68	2.5	5061	72.4	0.05		1.61		0.55	0.028	0	14.21	2818416	123456
20000308	1201	味全	14.4	15	14.15	14.4	0.1	0.7	5.94	2716	653	39436	4.2	-3.62	2.44	5061	72.9	0.05		1.62		0.54	0.028	0	14.52	2716798	123456
20000309	1201	味全	14.9	15	14.4	14.45	0.05	0.35	4.17	3314	691	48472	4.8	22.02	14.29	5061	73.1	0.049		1.62		0.66	0.027	0	14.63	3314305	123456
20000310	1201	味全	14.6	14.8	13.7	13.7	-0.75	-5.19	7.61	3305	771	46946	4.3	-0.27	-10.42	5061	69.3	0.048		1.54		0.68	0.022	0	14.2	3305556	123456
20000313	1201	味全	13.7	13.7	12.75	12.75	-0.95	-6.93	6.93	2111	417	27238	5.1	-36.13	18.6	5061	64.5	0.048		1.43		0.42	0.019	-1	12.9	2111683	123456
20000314	1201	味全	11.9	12.5	11.9	12	-0.75	-5.88	4.71	5163	1138	62261	4.5	144.58	-11.76	5061	60.7	0.045		1.35		1.03	0.045	0	12.06	5163032	123456
20000315	1201	味全	12.1	12.7	12	12	0	0	5.83	3871	902	47757	4.3	-25.02	-4.44	5061	60.7	0.046		1.35		0.79	0.037	0	12.34	3871292	123456
20000316	1201	味全	12	12.35	11.5	12.3	0.3	2.5	7.08	5554	1175	66863	4.7	43.48	9.3	5061	62.3	0.047		1.38		1.07	0.046	0	12.04	5554219	123456
20000317	1201	味全	12.5	12.85	12.4	12.5	0.2	1.63	3.66	4894	1019	61536	4.8	-11.88	2.13	5061	63.3	0.047		1.4		0.97	0.035	0	12.57	4894419	123456
20000320	1201	味全	12.1	12.1	12.1	12.1	-0.4	-3.2	0	163	68	1982	2.4	-96.67	-50	5061	61.2	0.047		1.36		0.03	0.002	0	12.1	163793	123456
20000321	1201	味全	11.8	12.9	11.8	12.9	0.8	6.61	9.09	3421	587	42685	5.8	1998.77	141.67	5061	65.3	0.047		1.45		0.65	0.023	1	12.48	3421303	123456
20000322	1201	味全	13.7	13.8	13.5	13.8	0.9	6.98	2.33	7115	1308	97760	5.4	107.98	-6.9	5061	69.8	0.05		1.55		1.4	0.044	1	13.74	7115394	123456
20000323	1201	味全	14.7	14.75	14.25	14.75	0.95	6.88	3.62	5327	1061	77635	5	-25.13	-7.41	5061	74.6	0.051		1.66		1.04	0.032	1	14.57	5327829	123456
20000324	1201	味全	15.3	15.3	14.3	14.9	0.15	1.02	6.78	5821	1071	85349	5.4	9.27	8	5061	75.4	0.052		1.67		1.13	0.031	0	14.66	5821179	123456
20000327	1201	味全	14.9	15.2	14.7	14.9	0	0	3.36	4310	765	64195	5.6	-25.96	3.7	5061	75.4	0.05		1.67		0.85	0.025	0	14.89	4310090	123456
20000328	1201	味全	14.5	15.5	14.5	15	0.1	0.67	6.71	8223	1402	124390	5.9	90.79	5.36	5061	75.9	0.05		1.68		1.64	0.043	0	15.13	8223167	123456
20000329	1201	味全	15	15.5	14.7	14.7	-0.3	-2	5.33	6676	1149	101645	5.8	-18.81	-1.69	5061	74.4	0.049		1.65		1.37	0.043	0	15.22	6676842	123456
20000330	1201	味全	15	15.1	14	14.1	-0.6	-4.08	7.48	5510	1018	80733	5.4	-17.47	-6.9	5061	71.4	0.047		1.58		1.13	0.03	0	14.65	5510956	123456
20000331	1201	味全	14.3	14.5	14	14.5	0.4	2.84	3.55	2875	670	41131	4.3	-47.82	-20.37	5061	73.4	0.048		1.63		0.56	0.02	0	14.3	2875785	123456
20000401	1201	味全	14.45	14.5	14.1	14.4	-0.1	-0.69	2.76	2204	529	31342	4.2	-23.34	-2.33	5061	72.9	0.047		1.81		0.43	0.014	0	14.22	2204540	123456
20000405	1201	味全	14.5	14.5	14.1	14.2	-0.2	-1.39	2.78	2399	498	34122	4.8	8.85	14.29	5061	71.9	0.046		1.78		0.47	0.012	0	14.22	2399000	123456
20000406	1201	味全	14.2	14.55	14.2	14.2	0	0	2.46	3699	749	53195	4.9	54.19	2.08	5061	71.9	0.047		1.78		0.74	0.02	0	14.38	3699756	123456
20000407	1201	味全	14.3	14.45	14	14.25	0.05	0.35	3.17	1891	439	26877	4.3	-48.88	-12.24	5061	72.1	0.047		1.79		0.37	0.013	0	14.21	1891400	123456
20000408	1201	味全	14.45	14.45	13.6	14	-0.25	-1.75	5.96	2409	572	33460	4.2	27.39	-2.33	5061	70.9	0.046		1.76		0.47	0.015	0	13.89	2409322	123456
20000410	1201	味全	14	14.05	13.6	14.05	0.05	0.36	3.21	3708	699	51013	5.3	53.92	26.19	5061	71.1	0.045		1.77		0.72	0.02	0	13.76	3708000	123456
20000411	1201	味全	14.05	14.6	14	14.25	0.2	1.42	4.27	9015	1296	130000	7	143.12	32.08	5061	72.1	0.046		1.79		1.8	0.051	0	14.42	9015370	123456
20000412	1201	味全	14.45	14.45	14	14	-0.25	-1.75	3.16	2569	671	36441	3.8	-71.5	-45.71	5061	70.9	0.046		1.76		0.51	0.016	0	14.18	2569274	123456
20000413	1201	味全	14	14	13.5	13.5	-0.5	-3.57	3.57	2481	598	33821	4.1	-3.43	7.89	5061	68.3	0.046		1.7		0.5	0.016	0	13.63	2481103	123456
20000414	1201	味全	13.2	13.5	13	13.05	-0.45	-3.33	3.7	2219	530	29415	4.2	-10.56	2.44	5061	66	0.045		1.64		0.45	0.016	0	13.26	2219011	123456
20000415	1201	味全	12.15	12.55	12.15	12.15	-0.9	-6.9	3.07	2887	742	35282	3.9	30.1	-7.14	5061	61.5	0.045		1.53		0.57	0.023	-1	12.22	2887088	123456
20000417	1201	味全	12.15	12.5	12.05	12.3	0.15	1.23	3.7	1767	458	21738	3.9	-38.79	0	5061	62.3	0.045		1.55		0.35	0.013	0	12.3	1767000	123456
20000418	1201	味全	12.7	12.75	12.4	12.5	0.2	1.63	2.85	1986	452	24977	4.4	12.39	12.82	5061	63.3	0.044		1.57		0.39	0.013	0	12.58	1986173	123456
20000419	1201	味全	12.55	12.7	12.3	12.3	-0.2	-1.6	3.2	1166	342	14615	3.4	-41.29	-22.73	5061	62.3	0.044		1.55		0.23	0.008	0	12.53	1166078	123456
20000420	1201	味全	12.5	12.5	12	12.25	-0.05	-0.41	4.07	1120	331	13625	3.4	-3.95	0	5061	62	0.044		1.54		0.22	0.01	0	12.16	1120380	123456
20000421	1201	味全	12.3	12.5	12.1	12.15	-0.1	-0.82	3.27	1004	303	12324	3.3	-10.36	-2.94	5061	61.5	0.044		1.53		0.2	0.01	0	12.27	1004534	123456
20000424	1201	味全	12.2	12.35	11.5	11.5	-0.65	-5.35	7	1478	339	17576	4.4	47.21	33.33	5061	58.2	0.043		1.45		0.3	0.017	0	11.89	1478788	123456
20000425	1201	味全	11.5	11.8	11.4	11.6	0.1	0.87	3.48	1613	373	18659	4.3	9.13	-2.27	5061	58.7	0.043		1.46		0.32	0.015	0	11.56	1613865	123456
20000426	1201	味全	11.6	11.7	10.8	11.4	-0.2	-1.72	7.76	1877	466	21004	4	16.37	-6.98	5061	57.7	0.044		1.43		0.36	0.015	0	11.19	1877225	123456
20000427	1201	味全	11.05	11.5	11	11.5	0.1	0.88	4.39	1348	321	14998	4.2	-28.18	5	5061	58.2	0.044		1.45		0.26	0.013	0	11.12	1348405	123456
20000428	1201	味全	11.7	11.7	11	11.4	-0.1	-0.87	6.09	1291	353	14612	3.7	-4.23	-11.9	5061	57.7	0.042		1.43		0.25	0.009	0	11.32	1291236	123456
20000429	1201	味全	12.15	12.15	12.15	12.15	0.75	6.58	0	1714	313	20828	5.5	32.77	48.65	5061	61.5	0.045		1.53		0.34	0.015	1	12.15	1714808	123456
20000502	1201	味全	13	13	12.9	13	0.85	7	0.82	6569	816	85382	8.1	283.26	47.27	5061	65.8	0.049	9.1	1.63		1.3	0.089	1	13	6569000	123456
20000503	1201	味全	13	13.3	12.7	12.9	-0.1	-0.77	4.62	7264	1293	93823	5.6	10.58	-30.86	5061	65.3	0.05	9	1.62		1.44	0.107	0	12.91	7264803	123456
20000504	1201	味全	12.95	13.2	12.2	12.5	-0.4	-3.1	7.75	2974	677	38077	4.4	-59.06	-21.43	5061	63.3	0.049	8.7	1.57		0.6	0.032	0	12.8	2974248	123456
20000505	1201	味全	12.5	12.7	12.2	12.45	-0.05	-0.4	4	2860	553	35534	5.2	-3.83	18.18	5061	63	0.047	8.7	1.56		0.56	0.032	0	12.42	2860147	123456
20000506	1201	味全	12.3	12.4	12.05	12.2	-0.25	-2.01	2.81	1882	486	22952	3.9	-34.2	-25	5061	61.7	0.046	8.5	1.53		0.37	0.02	0	12.19	1882739	123456
20000508	1201	味全	12.2	12.2	11.6	12	-0.2	-1.64	4.92	1595	386	19131	4.1	-15.25	5.13	5061	60.7	0.046	8.4	1.51		0.32	0.023	0	11.99	1595000	123456
20000509	1201	味全	12	12	11.8	11.8	-0.2	-1.67	1.67	969	265	11521	3.7	-39.25	-9.76	5061	59.7	0.045	8.2	1.48		0.19	0.013	0	11.89	969320	123456
20000510	1201	味全	11.9	12.55	11.8	12.3	0.5	4.24	6.36	2643	615	32429	4.3	172.76	16.22	5061	62.3	0.047	8.6	1.55		0.52	0.035	0	12.27	2643267	123456
20000511	1201	味全	12.1	12.15	11.85	11.9	-0.4	-3.25	2.44	1164	342	13879	3.4	-55.96	-20.93	5061	60.2	0.047	8.3	1.5		0.23	0.014	0	11.92	1164405	123456
20000512	1201	味全	12	12.25	11.9	12.05	0.15	1.26	2.94	1286	374	15482	3.4	10.48	0	5061	61	0.046	8.4	1.51		0.25	0.013	0	12.03	1286467	123456
20000515	1201	味全	12.05	12.3	11.95	12.05	0	0	2.9	1658	462	20134	3.6	28.93	5.88	5061	61	0.047	8.4	1.51		0.33	0.021	0	12.14	1658378	123456
20000516	1201	味全	12.3	12.3	12	12.1	0.05	0.41	2.49	933	315	11284	3	-43.73	-16.67	5061	61.2	0.046	8.5	1.52		0.18	0.009	0	12.09	933084	123456
20000517	1201	味全	12.1	12.2	11.8	11.9	-0.2	-1.65	3.31	3879	808	46635	4.8	315.76	60	5061	60.2	0.043	8.3	1.5		0.77	0.026	0	12.02	3879458	123456
20000518	1201	味全	11.7	11.7	11.3	11.45	-0.45	-3.78	3.36	2491	670	28598	3.7	-35.78	-22.92	5061	57.9	0.041	8	1.44		0.49	0.019	0	11.48	2491460	123456
20000519	1201	味全	10.65	11.25	10.65	11.1	-0.35	-3.06	5.24	3070	808	33513	3.8	23.24	2.7	5061	56.2	0.04	7.8	1.4		0.6	0.03	0	10.92	3070001	123456
20000520	1201	味全	11.1	11.1	10.4	10.4	-0.7	-6.31	6.31	2567	617	27631	4.2	-16.38	10.53	5061	52.6	0.039	7.3	1.31		0.53	0.022	0	10.76	2567231	123456
20000522	1201	味全	10.5	11.1	10.5	11.1	0.7	6.73	5.77	1947	523	21218	3.7	-24.15	-11.9	5061	56.2	0.041	7.8	1.4		0.38	0.022	1	10.9	1947000	123456
20000523	1201	味全	11.3	11.35	10.75	11	-0.1	-0.9	5.41	2308	596	25599	3.9	18.54	5.41	5061	55.7	0.042	7.7	1.38		0.46	0.033	0	11.09	2308507	123456
20000524	1201	味全	11	11	10.55	10.6	-0.4	-3.64	4.09	1386	359	14808	3.9	-39.95	0	5061	53.6	0.041	7.4	1.33		0.28	0.019	0	10.68	1386796	123456
20000525	1201	味全	10.4	10.8	10.4	10.5	-0.1	-0.94	3.77	1080	306	11400	3.5	-22.08	-10.26	5061	53.1	0.041	7.3	1.32		0.21	0.015	0	10.55	1080083	123456
20000526	1201	味全	10.5	10.5	10.2	10.45	-0.05	-0.48	2.86	1377	327	14322	4.2	27.5	20	5061	52.9	0.04	7.3	1.31		0.27	0.018	0	10.4	1377671	123456
20000529	1201	味全	10.6	10.7	10.2	10.5	0.05	0.48	4.78	1319	334	13908	3.9	-4.21	-7.14	5061	53.1	0.04	7.3	1.32		0.26	0.018	0	10.54	1319823	123456
20000530	1201	味全	10.7	10.7	10.5	10.55	0.05	0.48	1.9	1106	279	11707	4	-16.15	2.56	5061	53.4	0.04	7.4	1.33		0.22	0.012	0	10.58	1106913	123456
20000531	1201	味全	10.6	10.9	10.6	10.8	0.25	2.37	2.84	1821	383	19545	4.8	64.65	20	5061	54.7	0.04	7.5	1.36		0.36	0.013	0	10.73	1821620	123456
20000601	1201	味全	10.9	11.2	10.65	10.8	0	0	5.09	3567	502	39165	7.1	95.88	47.92	5061	54.7	0.04	7.5	1.36		0.72	0.048	0	10.98	3567646	123456
20000602	1201	味全	11	11.1	10.5	10.8	0	0	5.56	2112	345	22887	6.1	-40.79	-14.08	5061	54.7	0.04	7.5	1.36		0.42	0.019	0	10.83	2112895	123456
20000603	1201	味全	10.8	10.8	10.5	10.55	-0.25	-2.31	2.78	662	214	7032	3.1	-68.66	-49.18	5061	53.4	0.039	7.4	1.33		0.13	0.006	0	10.61	662891	123456
20000605	1201	味全	10.75	10.75	10.4	10.7	0.15	1.42	3.32	856	231	9021	3.7	29.31	19.35	5061	54.2	0.039	7.5	1.34		0.17	0.01	0	10.54	856000	123456
20000607	1201	味全	10.7	10.75	10.4	10.6	-0.1	-0.93	3.27	675	219	7087	3.1	-21.14	-16.22	5061	53.6	0.038	7.4	1.33		0.13	0.005	0	10.49	675479	123456
20000608	1201	味全	10.4	10.6	10.3	10.3	-0.3	-2.83	2.83	879	260	9181	3.4	30.22	9.68	5061	52.1	0.037	7.2	1.29		0.18	0.006	0	10.44	879222	123456
20000609	1201	味全	10.3	10.45	10.25	10.4	0.1	0.97	1.94	913	281	9449	3.2	3.87	-5.88	5061	52.6	0.038	7.3	1.31		0.18	0.008	0	10.34	913763	123456
20000612	1201	味全	10.35	10.35	10	10.1	-0.3	-2.88	3.37	1222	323	12344	3.8	33.84	18.75	5061	51.1	0.037	7.1	1.27		0.24	0.013	0	10.1	1222446	123456
20000613	1201	味全	10.1	10.15	9.7	9.9	-0.2	-1.98	4.46	1061	272	10518	3.9	-13.18	2.63	5061	50.1	0.036	6.9	1.24		0.21	0.011	0	9.91	1061346	123456
20000614	1201	味全	10	10.05	9.8	9.9	0	0	2.53	858	250	8518	3.4	-19.13	-12.82	5061	50.1	0.036	6.9	1.24		0.17	0.007	0	9.93	858031	123456
20000615	1201	味全	9.9	10	9.9	10	0.1	1.01	1.01	751	239	7491	3.1	-12.47	-8.82	5061	50.6	0.037	7	1.26		0.15	0.009	0	9.96	751873	123456
20000616	1201	味全	10	10	9.8	9.95	-0.05	-0.5	2	573	208	5690	2.8	-23.7	-9.68	5061	50.4	0.037	7	1.25		0.11	0.007	0	9.92	573492	123456
20000617	1201	味全	9.9	9.9	9.5	9.9	-0.05	-0.5	4.02	744	237	7261	3.1	29.84	10.71	5061	50.1	0.037	6.9	1.24		0.14	0.011	0	9.75	744845	123456
20000619	1201	味全	9.9	9.9	9.6	9.9	0	0	3.03	550	205	5353	2.7	-26.08	-12.9	5061	50.1	0.037	6.9	1.24		0.11	0.008	0	9.73	550000	123456
20000620	1201	味全	9.85	9.9	9.5	9.5	-0.4	-4.04	4.04	850	321	8189	2.6	54.55	-3.7	5061	48.1	0.036	6.6	1.19		0.17	0.01	0	9.62	850936	123456
20000621	1201	味全	9.5	9.5	9	9.05	-0.45	-4.74	5.26	1313	402	12013	3.3	54.47	26.92	5061	45.8	0.034	6.3	1.14		0.26	0.017	0	9.15	1313427	123456
20000622	1201	味全	9.05	9.35	9.05	9.3	0.25	2.76	3.31	1072	431	9865	2.5	-18.35	-24.24	5061	47.1	0.035	6.5	1.17		0.21	0.01	0	9.19	1072957	123456
20000623	1201	味全	9.3	9.35	9.2	9.25	-0.05	-0.54	1.61	634	176	5868	3.6	-40.86	44	5061	46.8	0.035	6.5	1.16		0.13	0.008	0	9.24	634824	123456
20000626	1201	味全	9.25	9.25	9	9.1	-0.15	-1.62	2.7	644	180	5844	3.6	1.58	0	5061	46.1	0.035	6.4	1.14		0.13	0.008	0	9.06	644876	123456
20000627	1201	味全	9.1	9.25	8.8	9.05	-0.05	-0.55	4.95	883	292	7981	3	37.11	-16.67	5061	45.8	0.035	6.3	1.14		0.17	0.013	0	9.03	883399	123456
20000628	1201	味全	9.05	9.05	8.65	8.8	-0.25	-2.76	4.42	849	239	7481	3.6	-3.85	20	5061	44.5	0.034	6.2	1.11		0.17	0.01	0	8.81	849379	123456
20000629	1201	味全	9	9	8.8	8.8	0	0	2.27	932	292	8303	3.2	9.78	-11.11	5061	44.5	0.035	6.2	1.11		0.19	0.01	0	8.9	932823	123456
20000630	1201	味全	9	9.05	8.8	9.05	0.25	2.84	2.84	784	219	7040	3.6	-15.88	12.5	5061	45.8	0.035	6.3	1.14		0.15	0.009	0	8.98	784110	123456
20000703	1201	味全	9.3	9.5	9.05	9.5	0.45	4.97	4.97	846	246	7823	3.4	7.91	-5.56	5061	48.1	0.037	6.6	1.19		0.16	0.01	0	9.25	846066	123456
20000704	1201	味全	9.5	9.5	9	9.3	-0.2	-2.11	5.26	842	206	7795	4.1	-0.47	20.59	5061	47.1	0.037	6.5	1.17		0.17	0.011	0	9.25	842374	123456
20000705	1201	味全	9.25	9.25	9.05	9.2	-0.1	-1.08	2.15	543	178	4973	3.1	-35.51	-24.39	5061	46.6	0.035	6.4	1.15		0.11	0.005	0	9.15	543650	123456
20000706	1201	味全	9.2	9.2	9	9.1	-0.1	-1.09	2.17	560	183	5077	3.1	3.13	0	5061	46.1	0.035	6.4	1.14		0.11	0.006	0	9.05	560735	123456
20000707	1201	味全	8.8	9.05	8.8	9	-0.1	-1.1	2.75	485	161	4334	3	-13.39	-3.23	5061	45.5	0.035	6.3	1.13		0.1	0.006	0	8.93	485153	123456
20000710	1201	味全	9	9	8.8	8.9	-0.1	-1.11	2.22	346	102	3088	3.4	-28.66	13.33	5061	45	0.035	6.2	1.12		0.07	0.005	0	8.91	346421	123456
20000711	1201	味全	9	9	8.8	8.95	0.05	0.56	2.25	469	104	4176	4.5	35.55	32.35	5061	45.3	0.035	6.3	1.12		0.09	0.007	0	8.89	469884	123456
20000712	1201	味全	8.9	8.9	8.8	8.9	-0.05	-0.56	1.12	1096	189	9667	5.8	133.69	28.89	5061	45	0.035	6.2	1.12		0.21	0.018	0	8.81	1096706	123456
20000713	1201	味全	9	9.05	8.8	8.9	0	0	2.81	567	160	5051	3.5	-48.27	-39.66	5061	45	0.034	6.2	1.12		0.11	0.005	0	8.91	567114	123456
20000714	1201	味全	9	9.2	8.85	9.2	0.3	3.37	3.93	1110	300	10018	3.7	95.77	5.71	5061	46.6	0.035	6.4	1.15		0.21	0.008	0	9.02	1110410	123456
20000715	1201	味全	9.3	9.3	9	9	-0.2	-2.17	3.26	628	193	5700	3.3	-43.42	-10.81	5061	45.5	0.034	6.3	1.13		0.13	0.005	0	9.06	628999	123456
20000717	1201	味全	9.2	9.3	9.1	9.3	0.3	3.33	2.22	1732	315	15912	5.5	175.8	66.67	5061	47.1	0.035	6.5	1.17		0.34	0.017	0	9.19	1732000	123456
20000718	1201	味全	9.4	9.45	9	9.15	-0.15	-1.61	4.84	1029	277	9557	3.7	-40.59	-32.73	5061	46.3	0.035	6.4	1.15		0.21	0.013	0	9.28	1029679	123456
20000719	1201	味全	8.8	8.9	8.8	8.9	-0.25	-2.73	1.09	3099	508	27326	6.1	201.17	64.86	5061	45	0.034	6.2	1.12		0.61	0.045	0	8.82	3099068	123456
