年度	年季	股票代號	代號	股票名稱	名稱	市場別	財報類別	流動資產(千)	　現金及約當現金(千)	　透過損益按公允價值衡量之金融資產–流動(千)	　透過其他綜合損益按公允價值衡量之金融資產–流動(千)	　備供出售金融資產–流動(千)	　持有至到期日金融資產–流動(千)	　按攤銷後成本衡量之金融資產–流動(千)	　避險之金融資產–流動(千)	　合約資產–流動(千)	　以成本衡量之金融資產–流動(千)	　無活絡市場之債務工具投資–流動(千)	　短期投資合計(千)	　避險之衍生金融資產–流動(千)	　應收票據淨額(千)	　應收票據–關係人淨額(千)	　應收帳款淨額(千)	　應收帳款–關係人淨額(千)	　應收帳款與票據合計(千)	　應收建造合約款(千)	　應收建造合約款–關係人淨額(千)	　應收營業租賃款淨額(千)	　應收營業租賃款淨額–關係人淨額(千)	　應收融資租賃款淨額(千)	　應收融資租賃款淨額–關係人淨額(千)	　其他應收款(千)	　其他應收款–關係人(千)	　本期所得稅資產(千)	　生物資產(千)	　存貨(千)	　在建工程(千)	　預付款項(千)	　取得合約之增額成本–流動(千)	　待退回產品權利–流動(千)	　履行合約成本–流動(千)	　其他流動資產(千)	非流動資產(千)	　透過損益按公允價值衡量之金融資產–非流動(千)	　透過其他綜合損益按公允價值衡量之金融資產–非流動(千)	　備供出售金融資產–非流動(千)	　持有至到期日金融資產–非流動(千)	　避險之衍生金融資產–非流動(千)	　按攤銷後成本衡量之金融資產–非流動(千)	　避險之金融資產–非流動(千)	　合約資產–非流動(千)	　以成本衡量之金融資產–非流動(千)	　無活絡市場之債務工具投資–非流動(千)	　採用權益法之投資(千)	　長期投資合計(千)	　不動產、廠房及設備(千)	　　土地(千)	　　土地改良物(千)	　　房屋及建築(千)	　　機器設備(千)	　　運輸設備(千)	　　租賃資產淨額(千)	　　其他不動產、廠房及設備(千)	　礦產資源(千)	　使用權資產(千)	　投資性不動產(千)	　無形資產(千)	　　商標權(千)	　　專利權(千)	　　商譽(千)	　　其他無形資產(千)	　遞延所得稅資產(千)	　存出保證金(千)	　遞延費用(千)	　長期應收票據及款項(千)	　長期應收票據及款項–關係人(千)	　取得合約之增額成本–非流動(千)	　預付投資款(千)	　待退回產品權利–非流動(千)	　履行合約成本–非流動(千)	　其他非流動資產(千)	資產總計(千)	流動負債(千)	　短期借款(千)	　應付短期票券(千)	　透過損益按公允價值衡量之金融負債–流動(千)	　避險之衍生金融負債–流動(千)	　避險之金融負債–流動(千)	　合約負債–流動(千)	　按攤銷後成本衡量之金融負債–流動(千)	　以成本衡量之金融負債–流動(千)	　應付票據(千)	　應付票據–關係人(千)	　應付帳款(千)	　應付帳款–關係人(千)	　應付建造合約款(千)	　應付建造合約款–關係人(千)	　其他應付款(千)	　其他應付款項–關係人(千)	　應付租賃款–流動(千)	　淨確定福利負債–流動(千）	　本期所得稅負債(千)	　負債準備–流動(千)	　與待出售非流動資產直接相關之負債(千)	　租賃負債–流動(千)	　預收款項(千)	　一年或一營業週期內到期長期負債(千)	　退款負債–流動(千)	　　一年或一營業週期內到期或執行賣回權公司債(千)	　　一年或一營業週期內到期長期借款(千)	　　一年或一營業週期內到期長期應付票據及款項－非關係人(千)	　　一年或一營業週期內到期長期應付票據及款項－關係人(千)	　財務保證負債–流動(千)	　其他流動負債(千)	非流動負債(千)	　透過損益按公允價值衡量之金融負債–非流動(千)	　避險之衍生金融負債–非流動(千)	　避險之金融負債–非流動(千)	　按攤銷後成本衡量之金融負債–非流動(千)	　以成本衡量之金融負債–非流動(千)	　合約負債–非流動(千)	　應付公司債(千)	　長期借款(千)	　長期應付票據及款項(千)	　長期應付票據及款項–關係人(千)	　長期遞延收入(千)	　特別股負債–非流動(千)	　長期負債合計(千)	　負債準備–非流動(千)	　遞延所得稅負債(千)	　租賃負債–非流動(千)	　淨確定福利負債–非流動(千)	　存入保證金(千)	　退款負債–非流動(千)	　財務保證負債–非流動(千)	　其他非流動負債(千)	負債總計(千)	股本(千)	　普通股股本(千)	　特別股股本(千)	　債券換股權利證書(千)	　預收股本(千)	　待分配股票股利(千)	　特別股轉換普通股權利證書(千)	資本公積(千)	　資本公積–發行溢價(千)	　資本公積–庫藏股票交易(千)	　資本公積–取得或處分子公司股權價格與帳面價值差額(千)	　資本公積–處分資產增益(千)	　資本公積–受贈資產(千)	　資本公積–採用權益法認列關聯企業及合資股權淨值之變動數(千)	　資本公積–合併溢額(千)	　資本公積–員工認股權(千)	　資本公積–認股權(千)	　資本公積–其他(千)	保留盈餘(千)	　法定盈餘公積(千)	　特別盈餘公積(千)	　未分配盈餘(千)	其他權益(千)	　國外營運機構財務報表換算之兌換差額(千)	　透過其他綜合損益按公允價值衡量之金融資產未實現評價損益(千)	　備供出售金融資產未實現損益(千)	　現金流量避險中屬有效避險部分之避險工具損益(千)	　國外營運機構淨投資避險中屬有效避險部分之避險工具損益(千)	　按公允價值衡量之金融負債信用風險變動影響數(千)	　確定福利計畫再衡量數(千)	　避險工具之損益(千)	　不動產重估增值(千)	　與待出售非流動資產直接相關之權益(千)	　其他權益項目(千)	庫藏股票(千)	共同控制下前手權益(千)	合併前非屬共同控制股權(千)	母公司業主權益(千)	非控制權益(千)	權益總計(千)	每股淨值(元)	原始每股淨值(元)	公告每股淨值(元)	負債及權益總計(千)	預收股款之約當發行股數(股)	母公司暨子公司所持有之母公司庫藏股(股)	銷貨收入淨額累計(千)	　銷貨收入累計(千)	　銷貨退回累計(千)	　銷貨折讓累計(千)	營業收入淨額累計(千)	營業成本累計(千)	營業毛利累計(千)	　聯屬公司間未實現利益累計(千)	　聯屬公司間已實現利益累計(千)	營業毛利淨額累計(千)	營業費用累計(千)	　推銷費用累計(千)	　管理費用累計(千)	　研發費用累計(千)	　預期信用減損損益累計(千)	　其他營業費用累計(千)	其他收益及費損累計(千)	　其他收益累計(千)	　其他費損累計(千)	營業利益累計(千)	營業外收入及支出累計(千)	其他收入累計(千)	　利息收入累計(千)	　租金收入累計(千)	　權利金收入累計(千)	　股利收入累計(千)	　廉價購買利益累計(千)	　手續費收入累計(千)	　違約金收入累計(千)	　歸墊收入累計(千)	　壞帳轉回利益累計(千)	　沖銷逾期應付款利益累計(千)	　其他收入累計(千)	其他利益及損失累計(千)	　處分不動產、廠房及設備利益累計(千)	　處分投資性不動產利益累計(千)	　處分無形資產利益累計(千)	　處分投資利益累計(千)	　售後租回移轉權利利益累計(千)	　使用權資產轉租利益累計(千)	　租賃修改利益累計(千)	　外幣兌換利益累計(千)	　透過損益按公允價值衡量之金融資產及負債利益累計(千)	　按攤銷後成本衡量之金融負債利益累計(千)	　當期原始認列生物資產之利益累計(千)	　生物資產當期公允價值減出售成本變動之利益累計(千)	　公允價值調整利益–投資性不動產累計(千)	　不動產、廠房及設備重估價利益累計(千)	　無形資產重估價利益累計(千)	　減損迴轉利益累計(千)	　手續費支出累計(千)	　停工損失累計(千)	　虧損性合約損失累計(千)	　保證合約損失累計(千)	　賠償損失累計(千)	　什項支出累計(千)	　處分不動產、廠房及設備損失累計(千)	　處分投資性不動產損失累計(千)	　處分無形資產損失累計(千)	　處分投資損失累計(千)	　售後租回移轉權利損失累計(千)	　使用權資產轉租損失累計(千)	　租賃修改損失累計(千)	　外幣兌換損失累計(千)	　透過損益按公允價值衡量之金融資產及負債損失累計(千)	　按攤銷後成本衡量之金融負債損失累計(千)	　當期原始認列生物資產之損失累計(千)	　生物資產當期公允價值減出售成本變動之損失累計(千)	　公允價值調整損失–投資性不動產累計(千)	　不動產、廠房及設備重估價損失累計(千)	　無形資產重估價損失累計(千)	　減損損失累計(千)	　其他利益及損失累計(千)	　處分不動產、廠房及設備淨損益累計(千)	　處分投資性不動產淨損益累計(千)	　處分無形資產淨損益累計(千)	　處分投資淨損益累計(千)	　售後租回移轉權利淨損益累計(千)	　使用權資產轉租淨損益累計(千)	　租賃修改淨損益累計(千)	　外幣兌換淨損益累計(千)	　透過損益按公允價值衡量之金融資產及負債淨損益累計(千)	　按攤銷後成本衡量之金融負債淨損益累計(千)	　當期原始認列生物資產之淨損益累計(千)	　生物資產當期公允價值減出售成本變動之淨損益累計(千)	　公允價值調整利淨損益–投資性不動產累計(千)	　不動產、廠房及設備重估價利淨損益累計(千)	　無形資產重估價淨損益累計(千)	　減損迴轉淨損益累計(千)	財務成本累計(千)	　避險工具之利益累計(千)	　歸因於所規避風險之被避險項目之利益–公允價值避險累計(千)	　現金流量避險無效而認列於損益之利益累計(千)	　現金流量避險有效而自權益轉列之利益累計(千)	　國外營運機構淨投資避險無效而認列於損益之利益累計(千)	　利息費用累計(千)	　負債性特別股股息累計(千)	　避險工具之損失累計(千)	　歸因於所規避風險之被避險項目之損失–公允價值避險累計(千)	　現金流量避險無效而認列於損益之損失累計(千)	　現金流量避險有效自權益轉列之損失累計(千)	　國外營運機構淨投資避險無效而認列於損益之損失累計(千)	　其他財務成本累計(千)	預期信用減損損益累計(千)	　預期信用減損利益累計(千)	　預期信用減損損失累計(千)	採用權益法之關聯企業及合資損益之份額累計(千)	　採用權益法認列之關聯企業及合資利益之份額累計(千)	　採用權益法認列之關聯企業及合資損失之份額累計(千)	除列按攤銷後成本衡量金融資產淨損益累計(千)	　除列按攤銷後成本衡量金融資產利益累計(千)	　除列按攤銷後成本衡量金融資產損失累計(千)	金融資產重分類淨損益累計(千)	　金融資產重分類利益累計(千)	　金融資產重分類損失累計(千)	營業外收入累計(千)	營業外支出累計(千)	稅前純益累計(千)	所得稅累計(千)	繼續營業單位損益累計(千)	停業部門損益累計(千)	合併前非屬共同控制股權損益累計(千)	稅後純益累計(千)	其他綜合損益累計(千)	　不重分類至損益之項目累計(千)	　　確定福利計畫之再衡量數累計(千)	　　不動產重估增值累計(千)	　　指定按公允價值衡量之金融負債信用風險變動影響數累計(千)	　　與待出售非流動資產直接相關之權益–不重分類至損益累計(千)	　　透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益累計(千)	　　避險工具之損益–不重分類至損益累計(千)	　　採權益法認列之關聯企業及合資其他綜合損益之份額–不重分類至損益累計(千)	　　不重分類至損益之其他項目累計(千)	　　與不重分類之項目相關之所得稅累計(千)	　後續可能重分類至損益之項目累計(千)	　　合併前非屬共同控制股權綜合損益淨額累計(千)	　　國外營運機構財務報表換算之兌換差額累計(千)	　　備供出售金融資產未實現評價損益累計(千)	　　現金流量避險中屬有效避險部分之避險工具損益累計(千)	　　國外營運機構淨投資避險中屬有效避險部分之避險工具損益累計(千)	　　與待出售非流動資產直接相關之權益–可能重分類至損益累計(千)	　　透過其他綜合損益按公允價值衡量之債務工具投資未實現評價損益累計(千)	　　避險工具之損益–可能重分類至損益累計(千)	　　採權益法認列關聯企業及合資其他綜合損益之份額–可能重分類至損益累計(千)	　　可能重分類至損益之其他項目累計(千)	　　與可能重分類至損益之項目相關之所得稅累計(千)	綜合損益累計(千)	稅後純益歸屬累計(千)	　母公司業主–稅後純益累計(千)	　非控制權益–稅後純益累計(千)	　共同控制下前手權益–稅後純益累計(千)	綜合損益歸屬累計(千)	　母公司業主–綜合損益累計(千)	　非控制權益–綜合損益累計(千)	　共同控制下前手權益–綜合損益累計(千)	EBITDA累計(千)	公告累計基本每股盈餘(元)	公告累計稀釋每股盈餘(元)	原始累計每股稅前盈餘(元)	原始累計每股稅後盈餘(元)	原始累計每股綜合盈餘(元)	累計每股稅前盈餘(元)	累計每股稅後盈餘(元)	累計每股綜合盈餘(元)	銷貨收入淨額(千)	　銷貨收入(千)	　銷貨退回(千)	　銷貨折讓(千)	營業收入淨額(千)	營業成本(千)	營業毛利(千)	　聯屬公司間未實現利益(千)	　聯屬公司間已實現利益(千)	營業毛利淨額(千)	營業費用(千)	　推銷費用(千)	　管理費用(千)	　研發費用(千)	　預期信用減損損益(千)	　其他營業費用(千)	其他收益及費損(千)	　其他收益(千)	　其他費損(千)	營業利益(千)	營業外收入及支出(千)	其他收入(千)	　利息收入(千)	　租金收入(千)	　權利金收入(千)	　股利收入(千)	　廉價購買利益(千)	　手續費收入(千)	　違約金收入(千)	　歸墊收入(千)	　壞帳轉回利益(千)	　沖銷逾期應付款利益(千)	　其他收入(千)	其他利益及損失(千)	　手續費支出(千)	　停工損失(千)	　虧損性合約損失(千)	　保證合約損失(千)	　賠償損失(千)	　什項支出(千)	　其他利益及損失(千)	　處分不動產、廠房及設備淨損益(千)	　處分投資性不動產淨損益(千)	　處分無形資產淨損益(千)	　處分投資淨損益(千)	　售後租回移轉權利淨損益(千)	　使用權資產轉租淨損益(千)	　租賃修改淨損益(千)	　外幣兌換淨損益(千)	　透過損益按公允價值衡量之金融資產及負債淨損益(千)	　按攤銷後成本衡量之金融負債淨損益(千)	　當期原始認列生物資產之淨損益(千)	　生物資產當期公允價值減出售成本變動之淨損益(千)	　公允價值調整利淨損益–投資性不動產(千)	　不動產、廠房及設備重估價利淨損益(千)	　無形資產重估價淨損益(千)	　減損迴轉淨損益(千)	財務成本(千)	　避險工具之利益(千)	　歸因於所規避風險之被避險項目之利益–公允價值避險(千)	　現金流量避險無效而認列於損益之利益(千)	　現金流量避險有效而自權益轉列之利益(千)	　國外營運機構淨投資避險無效而認列於損益之利益(千)	　利息費用(千)	　負債性特別股股息(千)	　避險工具之損失(千)	　歸因於所規避風險之被避險項目之損失–公允價值避險(千)	　現金流量避險無效而認列於損益之損失(千)	　現金流量避險有效自權益轉列之損失(千)	　國外營運機構淨投資避險無效而認列於損益之損失(千)	　其他財務成本(千)	預期信用減損損益(千)	　預期信用減損利益(千)	　預期信用減損損失(千)	採用權益法之關聯企業及合資損益之份額(千)	　採用權益法認列之關聯企業及合資利益之份額(千)	　採用權益法認列之關聯企業及合資損失之份額(千)	除列按攤銷後成本衡量金融資產淨損益(千)	　除列按攤銷後成本衡量金融資產利益(千)	　除列按攤銷後成本衡量金融資產損失(千)	金融資產重分類淨損益(千)	　金融資產重分類利益(千)	　金融資產重分類損失(千)	營業外收入(千)	營業外支出(千)	稅前純益(千)	所得稅(千)	繼續營業單位損益(千)	停業部門損益(千)	合併前非屬共同控制股權損益(千)	稅後純益(千)	其他綜合損益(千)	　不重分類至損益之項目(千)	　　確定福利計畫之再衡量數(千)	　　不動產重估增值(千)	　　指定按公允價值衡量之金融負債信用風險變動影響數(千)	　　與待出售非流動資產直接相關之權益–不重分類至損益(千)	　　透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益(千)	　　避險工具之損益–不重分類至損益(千)	　　採權益法認列之關聯企業及合資其他綜合損益之份額–不重分類至損益(千)	　　不重分類至損益之其他項目(千)	　　與不重分類之項目相關之所得稅(千)	　後續可能重分類至損益之項目(千)	　　合併前非屬共同控制股權綜合損益淨額(千)	　　國外營運機構財務報表換算之兌換差額(千)	　　備供出售金融資產未實現評價損益(千)	　　現金流量避險中屬有效避險部分之避險工具損益(千)	　　國外營運機構淨投資避險中屬有效避險部分之避險工具損益(千)	　　與待出售非流動資產直接相關之權益–可能重分類至損益(千)	　　透過其他綜合損益按公允價值衡量之債務工具投資未實現評價損益(千)	　　避險工具之損益–可能重分類至損益(千)	　　採權益法認列關聯企業及合資其他綜合損益之份額–可能重分類至損益(千)	　　可能重分類至損益之其他項目(千)	　　與可能重分類至損益之項目相關之所得稅(千)	綜合損益(千)	稅後純益歸屬(千)	　母公司業主–稅後純益(千)	　非控制權益–稅後純益(千)	　共同控制下前手權益–稅後純益(千)	綜合損益歸屬(千)	　母公司業主–綜合損益(千)	　非控制權益–綜合損益(千)	　共同控制下前手權益–綜合損益(千)	EBITDA(千)	公告基本每股盈餘(元)	公告稀釋每股盈餘(元)	原始每股稅前盈餘(元)	原始每股稅後盈餘(元)	原始每股綜合盈餘(元)	每股稅前盈餘(元)	每股稅後盈餘(元)	每股綜合盈餘(元)	營業活動現金流量累計(千)	投資活動現金流量累計(千)	籌資活動現金流量累計(千)	現金流量匯率影響數累計(千)	本期現金及約當現金增減數累計(千)	原始累計每股營業現金流量(元)	原始累計每股現金流量(元)	營業活動現金流量(千)	投資活動現金流量(千)	籌資活動現金流量(千)	現金流量匯率影響數(千)	本期現金及約當現金增減數(千)	原始每股營業現金流量(元)	原始每股現金流量(元)	固定資產比率(%)	固定資產對權益比率(%)	固定資產對長期負債比率(%)	固定資產對長期資金比率(%)	負債比率(%)	長期資金佔固定資產比率(%)	權益對負債比率(%)	權益對長期負債比率(%)	運用資本對資產總額比率(%)	淨值比率(%)	歸屬於母公司–淨值比率(%)	長期負債對淨值比率(%)	固定資產對淨值比率(%)	槓桿比率(%)	流動比率(%)	速動比率(%)	現金與流動資產比率(%)	現金與流動負債比率(%)	運用資本與流動資產比率(%)	短期借款與流動資產比率(%)	應付款項週轉率(次)	應付款項週轉率–不含關係人(次)	應付款項週轉率累季(次)	應付款項週轉率累季–不含關係人(次)	應付款項週轉天數(天)	應付款項週轉天數–不含關係人(天)	應付款項週轉天數累季(天)	應付款項週轉天數累季–不含關係人(天)	應收款項週轉率(次)	應收款項週轉率–不含關係人(次)	應收款項週轉率累季(次)	應收款項週轉率累季–不含關係人(次)	應收款項週轉天數(天)	應收款項週轉天數–不含關係人(天)	應收款項週轉天數累季(天)	應收款項週轉天數累季–不含關係人(天)	存貨週轉率(次)	存貨週轉率累季(次)	存貨週轉天數(天)	存貨週轉天數累季(天)	固定資產週轉率(次)	固定資產週轉率累季(次)	總資產週轉率(次)	總資產週轉率累季(次)	淨值週轉率(次)	淨值週轉率累季(次)	營業利益佔實收資本比率(%)	營業利益佔實收資本比率累季(%)	稅前純益佔實收資本比率(%)	稅前純益佔實收資本比率累季(%)	毛利率(%)	毛利率累季(%)	營業費用率(%)	營業費用率累季(%)	營業利益率(%)	營業利益率累季(%)	營業利益率(減利息費用)(%)	營業利益率(減利息費用)累季(%)	稅前純益率(%)	稅前純益率累季(%)	稅後純益率(%)	稅後純益率累季(%)	歸屬於母公司–稅後純益(%)	歸屬於母公司–稅後純益累季(%)	EBITDA利潤率(%)	EBITDA利潤率累季(%)	稅前權益報酬率(%)	稅前權益報酬率累季(%)	稅後權益報酬率(%)	稅後權益報酬率累季(%)	歸屬於母公司–稅後權益報酬率(%)	歸屬於母公司–稅後權益報酬率累季(%)	稅前資產報酬率(%)	稅前資產報酬率累季(%)	稅後資產報酬率(%)	稅後資產報酬率累季(%)	歸屬於母公司–稅後資產報酬率(%)	歸屬於母公司–稅後資產報酬率累季(%)	稅後固定資產報酬率(%)	稅後固定資產報酬率累季(%)	歸屬於母公司–稅後固定資產報酬率(%)	歸屬於母公司–稅後固定資產報酬率累季(%)	利息費用對營業收入比率(%)	利息費用對營業收入比率累季(%)	利息保障倍數(倍)	利息保障倍數累季(倍)	營收季變動率(%)	營收成長率(%)	營收成長率累季(%)	總資產成長率(%)	淨值成長率(%)	固定資產成長率(%)	研發費用比率(%)	研發費用比率累季(%)	管銷費用比率(%)	管銷費用比率累季(%)	現金流量比率(%)	現金流量比率累季(%)	營業利益季變動率(%)	營業利益成長率(%)	營業利益成長率累季(%)	稅前純益季變動率(%)	稅前純益成長率(%)	稅前純益成長率累季(%)	稅後純益季變動率(%)	稅後純益成長率(%)	稅後純益成長率累季(%)	歸屬於母公司–稅後純益季變動率(%)	歸屬於母公司–稅後純益成長率(%)	歸屬於母公司–稅後純益成長率累季(%)	稅額扣抵比率(%)	預計稅額扣抵比率(%)	員工人數	公告累計基本每股盈餘成長率(%)	公告基本每股盈餘成長率(%)	公告基本每股盈餘季變動(%)	原始每股營業額(元)	原始累計每股營業額(元)	原始每股營業利益(元)	原始累計每股營業利益(元)	期末股價淨值比	季底收盤價(元)	DPZ–Score	DPZ等級	Z–Score	Z等級	財務信評	WACC	加權平均股本(百萬)	更新日期	公告日期	建立日期	CTIME	RTIME
2000	200001	2330	2330	台積電	台積電	1	個別	47545229	24730390												60196		13377187	502195	13939578											5336518						3538743	127990744													95017142			29949333	117889616			-52821807									4323933	31620	614017							28004032	175535973	19141265											2412918	3306625			3355034				146300												9920388	25926719							20000000						20000000				1081095	4845624			0	45067984	76708817	76708817						11831411										11831411	43411828	8258359		35153469	-1484067	-1484067										0				130467989		130467989	10.04	17.01		175535973			28278119		399290		28278119	15573335	12704784			12704784	2407736	492800	1046179	868757		0				10297048	-40294	182075	182075										0	-26670				83789				81041														131377				60123													0				23666				81041									357514						357514							0													564214	604508	10256754	165541				10091213																									10091213	10091213							10256754	1		1.34	1.32		0.79	0.78		28278119		399290		28278119	15573335	12704784			12704784	2407736	492800	1046179	868757		0				10297048	-40294	182075	182075										0	-26670						131377	0				23666				81041									357514						357514							0													564214	604508	10256754	165541				10091213																									10091213	10091213							10256754	1		1.34	1.32		0.79	0.78		16750584	-8306371	-363840		8080373	2.18	1.05	16750584	-8306371	-363840		8080373	2.18	1.05	54.13	72.83	475.09	63.15	25.67	158.36	289.49	652.34	16.18	74.33	74.33	15.33	72.83	34.54	248.39	220.51	52.01	129.2	59.74		1.89	2.78	7.58	11.11	47.5	32.41	47.5	32.41	2.11	2.19	8.43	8.75	42.69	41.14	42.69	41.14	3.16	12.63	28.51	28.51	0.31	1.23	0.17	0.67	0.23	0.9	11.63	11.63	11.58	11.58	44.93	44.93	8.51	8.51	36.41	36.41	35.15	35.15	36.27	36.27	35.69	35.69	35.69	35.69	36	36	8.16	8.16	8.03	8.03	8.03	8.03	6.09	6.09	5.99	5.99	5.99	5.99	10.93	10.93	10.93	10.93	1.26	1.26	29.69	29.69	19.36	126.21	126.21	33.89	47.61	26.54	3.07	3.07	5.44	5.44	87.51	87.51	34.06	111.3	111.3	23.19	149.43	149.43	21.42	146.75	146.75	21.42	146.75	146.75				47.06	47.06	-8.26	3.69	3.69	1.34	1.34	12.05	205	6.12	3	22.58	2	3	5.8	76709	20181205		20151113	2015/11/13 下午 12:26:16	289543879
2000	200002	2330	2330	台積電	台積電	1	個別	83917022	49611104												87183		17853785	618835	18559803											10026228		2215929				3503958	204788292													166883627			46025660	175116512			-54258545				3483902				3483902	10095873	214072	2902457							21208361	288705314	48952525	12635000	5479288							5044		5607887	2597414			4145776				21300												18460816	33527787							20000000	6950000					26950000				1309392	4741046			527349	82480312	116893646	116893646						55453724										55453724	35225691	10689323	1091003	23445365	-1348059	-1348059										0				206225002		206225002	15.88	17.64	17.64	288705314			64915477	66704842	1789365		64915477	38092297	26823180			26823180	6056779	1242817	2573611	2240351		0				20766401	2636402	740358	740358										0	529288				83953				732194														225673	61186																0	-61186			83953				732194									1028341						1028341							0													3951602	1315200	23402803	-172812				23575615																									23575615	23575615							23402803	2.12		2	2.02		1.8	1.81		36637358		1390075		36637358	22518962	14118396			14118396	3649043	750017	1527432	1371594		0				10469353	2676696	558283	558283										0	555958						94296	0				60287				651153									670827						670827							0													3387388	710692	13146049	-338353				13484402																									13484402	13484402							13146049	1.12		1.12	1.15		1.01	1.04		33527475	-24229117	23662729		32961087	2.87	2.82	16776891	-15922746	24026569		24880714	1.44	2.13	57.8	80.92	619.23	71.57	28.57	139.72	250.03	765.21	12.11	71.43	71.43	13.07	80.92	40	171.43	146.42	59.12	101.35	41.67	15.06	1.67	2.14	6.05	7.37	53.77	41.98	59.54	48.88	2.25	2.34	8.26	8.55	39.92	38.54	43.59	42.09	2.93	10.47	30.7	34.39	0.28	1.01	0.16	0.58	0.22	0.79	6.07	12.05	7.63	13.58	38.54	41.32	9.96	9.33	28.58	31.99	26.74	30.41	35.88	36.05	36.81	36.32	36.81	36.32	36	36	7.81	14.31	8.01	14.42	8.01	14.42	5.66	10.4	5.81	10.48	5.81	10.48	10.3	18.39	10.3	18.39	1.83	1.58	20.6	23.76	29.56	112.61	118.33	114.15	119.34	114.62	3.74	3.45	6.22	5.88	34.27	68.49	1.67	69.04	87.65	28.17	122.28	133.42	33.63	123.91	133.15	33.63	123.91	133.15				58.21	69.7	12	3.13	5.55	0.9	0.9	8.28	146	4.73	3	13.55	3	3		83576	20181205		20151113	2015/11/13 下午 12:26:36	289543904
2000	200003	2330	2330	台積電	台積電	1	個別	60414193	20089735												52030		22933205	755860	23741095											11151916						5431447	229647428													186949791			45421821	193679746			-52151776				3270602				3270602	12545276	1117159	2927743							22836857	290061621	37117765											7683347	3765250			4410068				21300												21237800	26415927							20000000						20000000				1390515	4541395			484017	63533692	116893646	116893646						54840257										54840257	55896671	10689323	1091003	44116345	-1102645	-1102645										0				226527929		226527929	17.44	19.38	19.37	290061621			112406715	114413626	2006911		112406715	63238070	49168645			49168645	9787117	2130575	3878936	3777606		0				39381528	3535419	1186131	1186131										0	798338	37016			83953				787371														110002																	0	37016			83953				787371									1498713						1498713							0													5144134	1608715	42916947	-716181				43633128																									43633128	43633128							42916947	3.86		3.67	3.73		3.3	3.36		47491238	47708784	217546		47491238	25145773	22345465			22345465	3730338	887758	1305325	1537255		0				18615127	899017	445773	445773										0	269050						-115671	0	98202			0				55177									470372						470372							0													1192532	293515	19514144	-543369				20057513																									20057513	20057513							19514144	1.74		1.67	1.72		1.5	1.54		58470640	-52854712	-2176210		3439718	5	0.29	24943165	-28625595	-25838939		-29521369	2.13	-2.53	64.45	82.53	934.75	75.83	21.9	131.87	356.55	1132.64	8.03	78.1	78.1	8.83	82.53	28.05	162.76	132.72	33.25	54.12	38.56		1.49	1.84	7.26	9.61	60.3	48.91	49.58	37.45	2.25	2.32	8.18	8.47	40.08	38.78	43.99	42.52	2.37	10.75	37.9	33.48	0.27	1.08	0.16	0.66	0.22	0.86	10.84	22.93	11.36	24.99	47.05	43.74	7.85	8.71	39.2	35.03	38.21	33.7	41.09	38.18	42.23	38.82	42.23	38.82	41	38	9.02	24.71	9.27	25.13	9.27	25.13	6.74	19.01	6.93	19.33	6.93	19.33	11.34	31.56	11.34	31.56	0.99	1.33	42.49	29.64	29.63	140.98	127.36	97.49	114.75	131.24	3.24	3.36	4.62	5.35	67.2	157.53	77.81	159.65	115.96	48.44	238.91	171.9	48.75	226.82	168.53	48.75	226.82	168.53				79.53	114.81	55.36	4.06	9.62	1.59	1.59	5.16	100	6.13	3	12.48	3	3		95179	20181205		20151113	2015/11/13 下午 12:27:00	289543929
