年月	股票代號	股票名稱	單月合併營收(千)	去年單月合併營收(千)	單月合併營收年成長(%)	單月合併營收月變動(%)	累計合併營收(千)	去年累計合併營收(千)	累計合併營收成長(%)	近三月合併營收(千)	近三月合併營收年成長(%)	近三月合併營收月變動(%)	近12月累計合併營收(千)	近12月營收合併成長(%)	預估年營收(千)	累計營收達成率(%)	單月營收(千)	去年單月營收(千)	單月營收年成長(%)	單月營收月變動(%)	累計營收(千)	去年累計營收(千)	累計營收成長(%)	近三月營收(千)	近三月營收年成長(%)	近三月營收月變動(%)	近12月累計營收(千)	近12月營收成長(%)	淨值(千)	資金貸放餘額(千)	資金貸放佔淨值比(%)	背書保證單月金額(千)	背書保證累計餘額(千)	背書保証累計餘額佔淨值比(%)	重要子公司本月營業收入淨額(千)	重要子公司本年累計營收淨額(千)	公告日	RTIME
201404	2330	台積電	61887391	50070645	23.6	23.88	210102563	182825641	14.92	158672570	17.2	9.1	624301119	14.96			61887391	50070645	23.6	23.88	210102563	182825641	14.92	158672570	17.2	9.1	624301119	15.95	897773643	0	0	-409500	45315000	5.05			20140509	125652424
201405	2330	台積電	60789137	51787926	17.38	-1.77	270891700	234613567	15.46	172632656	18.25	16.69	633302330	15			60789137	51787926	17.38	-1.77	270891700	234613567	15.46	172632656	18.25	16.69	633302330	15.86	897773643	0	0	-340500	44974500	5.01			20140610	125654225
201406	2330	台積電	60343956	54027749	11.69	-0.73	331235656	288641316	14.76	183020484	17.41	23.48	639618537	13.95			60343956	54027749	11.69	-0.73	331235656	288641316	14.76	183020484	17.41	23.48	639618537	14.68	876786514	0	0	-190500	44784000	5.11			20140710	134864879
201407	2330	台積電	64924870	52103384	24.61	7.59	396160526	340744700	16.26	186057963	17.82	17.26	652440023	15.5			64924870	52103384	24.61	7.59	396160526	340744700	16.26	186057963	17.82	17.26	652440023	16.1	876786514	0	0	190500	44974500	5.13			20140808	134864887
201408	2330	台積電	69278551	55091177	25.75	6.71	465439077	395835877	17.58	194547377	20.67	12.69	666627397	16.85			69278551	55091177	25.75	6.71	465439077	395835877	17.58	194547377	20.67	12.69	666627397	17.34	876786514	0	0	-126000	44848500	5.12			20140910	134864892
201409	2330	台積電	74846313	55382473	35.14	8.04	540285390	451218350	19.74	209049734	28.59	14.22	686091237	17.78			74846313	55382473	35.14	8.04	540285390	451218350	19.74	209049734	28.59	14.22	686091237	18.15	956419607	0	0	856500	45705000	4.78			20141009	143236872
201410	2330	台積電	80736353	51794813	55.88	7.87	621021743	503013163	23.46	224861217	38.57	20.86	715032777	22.36			80736353	51794813	55.88	7.87	621021743	503013163	23.46	224861217	38.57	20.86	715032777	22.6	956419607	0	0	-130500	45574500	4.77			20141110	143964840
201411	2330	台積電	72274532	44329997	63.04	-10.48	693296275	547343160	26.67	227857198	50.39	17.12	742977312	27.12			72274532	44329997	63.04	-10.48	693296275	547343160	26.67	227857198	50.39	17.12	742977312	27.24	956419607	0	0	3566858	49141358	5.14			20141210	146966686
201412	2330	台積電	69510190	49681037	39.91	-3.82	762806465	597024197	27.77	222521075	52.61	6.44	762806465	27.77			69510190	49681037	39.91	-3.82	762806465	597024197	27.77	222521075	52.61	6.44	762806465	27.77	1045548501	0	0	1075001	50216359	4.8			20150109	152957761
201501	2330	台積電	87120068	51429993	69.4	25.33	87120068	51429993	69.4	228904790	57.39	1.8	798496540	32.86			87120068	51429993	69.4	25.33	87120068	51429993	69.4	228904790	57.39	1.8	798496540	32.86	1045548501	0	0	-258063	49958296	4.78			20150210	152957767
201502	2330	台積電	62645075	46829051	33.77	-28.09	149765143	98259044	52.42	219275333	48.22	-3.77	814312564	34.23			62645075	46829051	33.77	-28.09	149765143	98259044	52.42	219275333	48.22	-3.77	814312564	34.23	1045548501	0	0	-82327	49875969	4.77			20150310	152961382
201503	2330	台積電	72269001	49956128	44.66	15.36	222034144	148215172	49.81	222034144	49.81	-0.22	836625437	36.6			72269001	49956128	44.66	15.36	222034144	148215172	49.81	222034144	49.81	-0.22	836625437	36.6	1123843499	0	0	-161488	49714481	4.42			20150410	162166715
201504	2330	台積電	75329510	61887391	21.72	4.23	297363654	210102563	41.53	210243586	32.5	-8.15	850067556	36.16			75329510	61887391	21.72	4.23	297363654	210102563	41.53	210243586	32.5	-8.15	850067556	36.16	1123843499	0	0	-1027506	48686975	4.33			20150508	162166721
201505	2330	台積電	70154763	60789137	15.41	-6.87	367518417	270891700	35.67	217753274	26.14	-0.69	859433182	35.71			70154763	60789137	15.41	-6.87	367518417	270891700	35.67	217753274	26.14	-0.69	859433182	35.71	1123843499	0	0	188403	48875378	4.35			20150610	162166725
201506	2330	台積電	59955479	60343956	-0.64	-14.54	427473896	331235656	29.05	205439752	12.25	-7.47	859044705	34.31			59955479	60343956	-0.64	-14.54	427473896	331235656	29.05	205439752	12.25	-7.47	859044705	34.31	1066580381	0	0	315059	49190437	4.61			20150710	171350513
201507	2330	台積電	80952810	64924870	24.69	35.02	508426706	396160526	28.34	211063052	13.44	0.39	875072645	34.12			80952810	64924870	24.69	35.02	508426706	396160526	28.34	211063052	13.44	0.39	875072645	34.12	1066580381	0	0	764692	49955129	4.68			20150810	171350514
201508	2330	台積電	67038016	69278551	-3.23	-17.19	575464722	465439077	23.64	207946305	6.89	-4.5	872832110	30.93			67038016	69278551	-3.23	-17.19	575464722	465439077	23.64	207946305	6.89	-4.5	872832110	30.93	1066580381	0	0	1467639	51422768	4.82			20150910	171363163
201509	2330	台積電	64514083	74846313	-13.8	-3.76	639978805	540285390	18.45	212504909	1.65	3.44	862499880	25.71			64514083	74846313	-13.8	-3.76	639978805	540285390	18.45	212504909	1.65	3.44	862499880	25.71	1150959166	0	0	674449	52097217	4.53			20151008	180463149
201510	2330	台積電	81743395	80736353	1.25	26.71	721722200	621021743	16.22	213295494	-5.14	1.06	863506922	20.76			81743395	80736353	1.25	26.71	721722200	621021743	16.22	213295494	-5.14	1.06	863506922	20.76	1150959166	0	0	-565207	51532010	4.48			20151110	180463158
201511	2330	台積電	63428163	72274532	-12.24	-22.41	785150363	693296275	13.25	209685641	-7.97	0.84	854660553	15.03			63428163	72274532	-12.24	-22.41	785150363	693296275	13.25	209685641	-7.97	0.84	854660553	15.03	1150959166	0	0	231149	51763159	4.5			20151210	180464969
201512	2330	台積電	58347005	69510190	-16.06	-8.01	843497368	762806465	10.58	203518563	-8.54	-4.23	843497368	10.58			58347005	69510190	-16.06	-8.01	843497368	762806465	10.58	203518563	-8.54	-4.23	843497368	10.58	1221671719	0	0	316643	52079802	4.26			20160108	187163134
201601	2330	台積電	70855235	87120068	-18.67	21.44	70855235	87120068	-18.67	192630403	-15.85	-9.69	827232535	3.6			70855235	87120068	-18.67	21.44	70855235	87120068	-18.67	192630403	-15.85	-9.69	827232535	3.6	1221671719	0	0	943595	53023397	4.34			20160215	189552387
201602	2330	台積電	59551321	62645075	-4.94	-15.95	130406556	149765143	-12.93	188753561	-13.92	-9.98	824138781	1.21			59551321	62645075	-4.94	-15.95	130406556	149765143	-12.93	188753561	-13.92	-9.98	824138781	1.21	1221671719	0	0	-405303	52618094	4.31			20160310	189552392
201603	2330	台積電	73088805	72269001	1.13	22.73	203495361	222034144	-8.35	203495361	-8.35	-0.01	824958585	-1.39			73088805	72269001	1.13	22.73	203495361	222034144	-8.35	203495361	-8.35	-0.01	824958585	-1.39	1279973107	0	0	-1670290	50947804	3.98			20160408	198560432
201604	2330	台積電	66843310	75329510	-11.27	-8.55	270338671	297363654	-9.09	199483436	-5.12	3.56	816472385	-3.95			66843310	75329510	-11.27	-8.55	270338671	297363654	-9.09	199483436	-5.12	3.56	816472385	-3.95	1279973107	0	0	-11221071	39726733	3.1			20160510	198560438
201605	2330	台積電	73575784	70154763	4.88	10.07	343914455	367518417	-6.42	213507899	-1.95	13.11	819893406	-4.6			73575784	70154763	4.88	10.07	343914455	367518417	-6.42	213507899	-1.95	13.11	819893406	-4.6	1279973107	0	0	488353	40215086	3.14			20160608	198561403
201606	2330	台積電	81390752	59955479	35.75	10.62	425305207	427473896	-0.51	221809846	7.97	9	841328679	-2.06			81390752	59955479	35.75	10.62	425305207	427473896	-0.51	221809846	7.97	9	841328679	-2.06	1196454137	0	0	-403261	39811825	3.33			20160711	204854195
201607	2330	台積電	76391654	80952810	-5.63	-6.14	501696861	508426706	-1.32	231358190	9.62	15.98	836767523	-4.38			76391654	80952810	-5.63	-6.14	501696861	508426706	-1.32	231358190	9.62	15.98	836767523	-4.38	1196454137	0	0	-489586	39322239	3.29			20160810	204854203
201608	2330	台積電	94311424	67038016	40.68	23.46	596008285	575464722	3.57	252093830	21.23	18.07	864040931	-1.01			94311424	67038016	40.68	23.46	596008285	575464722	3.57	252093830	21.23	18.07	864040931	-1.01	1196454137	0	0	-207180	39115059	3.27			20160909	207853240
201609	2330	台積電	89702807	64514083	39.04	-4.89	685711092	639978805	7.15	260405885	22.54	17.4	889229655	3.1			89702807	64514083	39.04	-4.89	685711092	639978805	7.15	260405885	22.54	17.4	889229655	3.1	1283113034	0	0	-424225	38690834	3.02			20161007	214051449
201610	2330	台積電	91085318	81743395	11.43	1.54	776796410	721722200	7.63	275099549	28.98	18.91	898571578	4.06			91085318	81743395	11.43	1.54	776796410	721722200	7.63	275099549	28.98	18.91	898571578	4.06	1283113034	0	0	215812	38906646	3.03			20161110	214057834
201611	2330	台積電	93029912	63428163	46.67	2.13	869826322	785150363	10.78	273818037	30.59	8.62	928173327	8.6			93029912	63428163	46.67	2.13	869826322	785150363	10.78	273818037	30.59	8.62	928173327	8.6	1283113034	0	0	432858	39339504	3.07			20161209	216952420
201612	2330	台積電	78112022	58347005	33.87	-16.04	947938344	843497368	12.38	262227252	28.85	0.7	947938344	12.38			78112022	58347005	33.87	-16.04	947938344	843497368	12.38	262227252	28.85	0.7	947938344	12.38	1389248261	0	0	368731	39708235	2.86			20170110	226059605
201701	2330	台積電	76616258	70855235	8.13	-1.91	76616258	70855235	8.13	247758192	28.62	-9.94	953699367	15.29			76616258	70855235	8.13	-1.91	76616258	70855235	8.13	247758192	28.62	-9.94	953699367	15.29	1389248261	0	0	-1104959	38603276	2.78			20170210	226059615
201702	2330	台積電	71422961	59551321	19.94	-6.78	148039219	130406556	13.52	226151241	19.81	-17.41	965571007	17.16			71422961	59551321	19.94	-6.78	148039219	130406556	13.52	226151241	19.81	-17.41	965571007	17.16	1389248261	0	0	-712797	37890479	2.73			20170310	226063336
201703	2330	台積電	85875181	73088805	17.49	20.23	233914400	203495361	14.95	233914400	14.95	-10.8	978357383	18.59			85875181	73088805	17.49	20.23	233914400	203495361	14.95	233914400	14.95	-10.8	978357383	18.59	1455513363	0	0	-437791	37452688	2.57			20170410	235163325
201704	2330	台積電	56871933	66843310	-14.92	-33.77	290786333	270338671	7.56	214170075	7.36	-13.56	968386006	18.61			56871933	66843310	-14.92	-33.77	290786333	270338671	7.56	214170075	7.36	-13.56	968386006	18.61	1455513363	0	0	-247876	37204812	2.56			20170510	235163342
201705	2330	台積電	72795974	73575784	-1.06	28	363582307	343914455	5.72	215543088	0.95	-4.69	967606196	18.02			72795974	73575784	-1.06	28	363582307	343914455	5.72	215543088	0.95	-4.69	967606196	18.02	1455513363	0	0	-66593	37138219	2.55			20170609	235163357
201706	2330	台積電	84187305	81390752	3.44	15.65	447769612	425305207	5.28	213855212	-3.59	-8.58	970402749	15.34			84187305	81390752	3.44	15.65	447769612	425305207	5.28	213855212	-3.59	-8.58	970402749	15.34	1341685497	0	0	368730	37506949	2.8			20170710	241350619
201707	2330	台積電	71611190	76391654	-6.26	-14.94	519380802	501696861	3.52	228594469	-1.19	6.74	965622285	15.4			71611190	76391654	-6.26	-14.94	519380802	501696861	3.52	228594469	-1.19	6.74	965622285	15.4	1341685497	0	0	-196081	37310868	2.78			20170810	241351474
201708	2330	台積電	91917167	94311424	-2.54	28.36	611297969	596008285	2.57	247715662	-1.74	14.93	963228028	11.48			91917167	94311424	-2.54	28.36	611297969	596008285	2.57	247715662	-1.74	14.93	963228028	11.48	1341685497	0	0	-108522	37202346	2.77			20170908	244265037
201709	2330	台積電	88578988	89702807	-1.25	-3.63	699876957	685711092	2.07	252107345	-3.19	17.89	962104209	8.2			88578988	89702807	-1.25	-3.63	699876957	685711092	2.07	252107345	-3.19	17.89	962104209	8.2	1430716847	0	0	88791	37291137	2.61			20171006	251137071
201710	2330	台積電	94519722	91085318	3.77	6.71	794396679	776796410	2.27	275015877	-0.03	20.31	965538613	7.45			94519722	91085318	3.77	6.71	794396679	776796410	2.27	275015877	-0.03	20.31	965538613	7.45	1430716847	0	0	-94957	37196180	2.6			20171110	253361493
201711	2330	台積電	93153310	93029912	0.13	-1.45	887549989	869826322	2.04	276252020	0.89	11.52	965662011	4.04			93153310	93029912	0.13	-1.45	887549989	869826322	2.04	276252020	0.89	11.52	965662011	4.04	1430716847	0	0	-198548	36997632	2.59			20171208	253361503
201712	2330	台積電	89897252	78112022	15.09	-3.5	977447241	947938344	3.11	277570284	5.85	10.1	977447241	3.11			89897252	78112022	15.09	-3.5	977447241	947938344	3.11	277570284	5.85	10.1	977447241	3.11	1522057533	0	0	-421759	36575873	2.4			20180110	262458633
201801	2330	台積電	79740672	76616258	4.08	-11.3	79740672	76616258	4.08	262791234	6.07	-4.45	980571655	2.82			79740672	76616258	4.08	-11.3	79740672	76616258	4.08	262791234	6.07	-4.45	980571655	2.82	1522057533	0	0	-525349	36050524	2.37			20180209	262458637
201802	2330	台積電	64640562	71422961	-9.5	-18.94	144381234	148039219	-2.47	234278486	3.59	-15.19	973789256	0.85			64640562	71422961	-9.5	-18.94	144381234	148039219	-2.47	234278486	3.59	-15.19	973789256	0.85	1522057533	0	0	-27130	36023394	2.37			20180309	262463217
201803	2330	台積電	103697437	85875181	20.75	60.42	248078671	233914400	6.06	248078671	6.06	-10.62	991611512	1.35			103697437	85875181	20.75	60.42	248078671	233914400	6.06	248078671	6.06	-10.62	991611512	1.35	1605898389	0	0	-145519	35877875	2.23			20180410	268654301
201804	2330	台積電	81869781	56871933	43.95	-21.05	329948452	290786333	13.47	250207780	16.83	-4.79	1016609360	4.98			81869781	56871933	43.95	-21.05	329948452	290786333	13.47	250207780	16.83	-4.79	1016609360	4.98	1605898389	0	0	-33420337	2457538	0.15			20180510	268655159
201805	2330	台積電	80968732	72795974	11.23	-1.1	410917184	363582307	13.02	266535950	23.66	13.77	1024782118	5.91			80968732	72795974	11.23	-1.1	410917184	363582307	13.02	266535950	23.66	13.77	1024782118	5.91	1605898389	0	0	36365	2493903	0.16			20180608	271552524
201806	2330	台積電	70438298	84187305	-16.33	-13.01	481355482	447769612	7.5	233276811	9.08	-5.97	1011033111	4.19			70438298	84187305	-16.33	-13.01	481355482	447769612	7.5	233276811	9.08	-5.97	1011033111	4.19	1490001542	0	0	46599	2540502	0.16			20180710	280951397
201807	2330	台積電	74370924	71611190	3.85	5.58	555726406	519380802	7	225777954	-1.23	-9.76	1013792845	4.99			74370924	71611190	3.85	5.58	555726406	519380802	7	225777954	-1.23	-9.76	1013792845	4.99	1490001542	0	0	6241	2546743	0.16			20180810	280951403
201808	2330	台積電	91055038	91917167	-0.94	22.43	646781444	611297969	5.8	235864260	-4.78	-11.51	1012930716	5.16			91055038	91917167	-0.94	22.43	646781444	611297969	5.8	235864260	-4.78	-11.51	1012930716	5.16	1490001542	0	0	7905	2554648	0.17			20180910	280951405
201809	2330	台積電	94921920	88578988	7.16	4.25	741703364	699876957	5.98	260347882	3.27	11.6	1019273648	5.94			94921920	88578988	7.16	4.25	741703364	699876957	5.98	260347882	3.27	11.6	1019273648	5.94	1575171914	0	0	-16226	2538422	0.17			20181009	290054244
201810	2330	台積電	101550181	94519722	7.44	6.98	843253545	794396679	6.15	287527139	4.55	27.35	1026304107	6.29			101550181	94519722	7.44	6.98	843253545	794396679	6.15	287527139	4.55	27.35	1026304107	6.29	1575171914	0	0	36530	2574952	0.17			20181109	290054251
201811	2330	台積電	98389414	93153310	5.62	-3.11	941642959	887549989	6.09	294861515	6.74	25.01	1031540211	6.82			98389414	93153310	5.62	-3.11	941642959	887549989	6.09	294861515	6.74	25.01	1031540211	6.82	1575171914	0	0	-10984	2563968	0.16			20181210	290054255
201812	2330	台積電	89830598	89897252	-0.07	-8.7	1031473557	977447241	5.53	289770193	4.4	11.3	1031473557	5.53			89830598	89897252	-0.07	-8.7	1031473557	977447241	5.53	289770193	4.4	11.3	1031473557	5.53	1676817665	0	0	-5991	2557977	0.16			20190110	298851395
201901	2330	台積電	78093827	79740672	-2.07	-13.07	78093827	79740672	-2.07	266313839	1.34	-7.38	1029826712	5.02			78093827	79740672	-2.07	-13.07	78093827	79740672	-2.07	266313839	1.34	-7.38	1029826712	5.02	1676817665	0	0	0	2557977	0.16			20190215	298851398
201902	2330	台積電	60889055	64640562	-5.8	-22.03	138982882	144381234	-3.74	228813480	-2.33	-22.4	1026075205	5.37			60889055	64640562	-5.8	-22.03	138982882	144381234	-3.74	228813480	-2.33	-22.4	1026075205	5.37	1676817665	0	0	1831	2559808	0.15			20190308	298852328
201903	2330	台積電	79721587	103697437	-23.12	30.93	218704469	248078671	-11.84	218704469	-11.84	-24.52	1002099355	1.06			79721587	103697437	-23.12	30.93	218704469	248078671	-11.84	218704469	-11.84	-24.52	1002099355	1.06	1742845624	0	0	5658	2565466	0.15			20190410	305837988
201904	2330	台積電	74693615	81869781	-8.77	-6.31	293398084	329948452	-11.08	215304257	-13.95	-19.15	994923189	-2.13			74693615	81869781	-8.77	-6.31	293398084	329948452	-11.08	215304257	-13.95	-19.15	994923189	-2.13	1742845624	0	0	5575	2571041	0.15			20190510	308260583
201905	2330	台積電	80436931	80968732	-0.66	7.69	373835015	410917184	-9.02	234852133	-11.89	2.64	994391388	-2.97			80436931	80968732	-0.66	7.69	373835015	410917184	-9.02	234852133	-11.89	2.64	994391388	-2.97	1742845624	0	0	58333	2629374	0.15			20190610	308260586
201906	2330	台積電	85867929	70438298	21.91	6.75	459702944	481355482	-4.5	240998475	3.31	10.19	1009821019	-0.12			85867929	70438298	21.91	6.75	459702944	481355482	-4.5	240998475	3.31	10.19	1009821019	-0.12	1553814579	0	0	-45102	2584272	0.15			20190710	315558687
201907	2330	台積電	84757724	74370924	13.97	-1.29	544460668	555726406	-2.03	251062584	11.2	16.61	1020207819	0.63			84757724	74370924	13.97	-1.29	544460668	555726406	-2.03	251062584	11.2	16.61	1020207819	0.63	1553814579	0	0	2330	2586602	0.15			20190812	317453188
201908	2330	台積電	106117619	91055038	16.54	25.2	650578287	646781444	0.59	276743272	17.33	17.84	1035270400	2.21			106117619	91055038	16.54	25.2	650578287	646781444	0.59	276743272	17.33	17.84	1035270400	2.21	1553814579	0	0	24631	2611233	0.17			20190910	317454439
201909	2330	台積電	102170096	94921920	7.64	-3.72	752748383	741703364	1.49	293045439	12.56	21.6	1042518576	2.28			102170096	94921920	7.64	-3.72	752748383	741703364	1.49	293045439	12.56	21.6	1042518576	2.28	1586856066	0	0	-29374	2581859	0.17			20191009	324337084
201910	2330	台積電	106039531	101550181	4.42	3.79	858787914	843253545	1.84	314327246	9.32	25.2	1047007926	2.02			106039531	101550181	4.42	3.79	858787914	843253545	1.84	314327246	9.32	25.2	1047007926	2.02	1586856066	0	0	-50677	2531182	0.16			20191108	326557682
201911	2330	台積電	107884396	98389414	9.65	1.74	966672310	941642959	2.66	316094023	7.2	14.22	1056502908	2.42			107884396	98389414	9.65	1.74	966672310	941642959	2.66	316094023	7.2	14.22	1056502908	2.42	1586856066	0	0	7240	2538422	0.16			20191210	326558609
201912	2330	台積電	103313138	89830598	15.01	-4.24	1069985448	1031473557	3.73	317237065	9.48	8.26	1069985448	3.73			103313138	89830598	15.01	-4.24	1069985448	1031473557	3.73	317237065	9.48	8.26	1069985448	3.73	1621410124	0	0	-43022	2495400	0.16			20200110	334469502
202001	2330	台積電	103683135	78093827	32.77	0.36	103683135	78093827	32.77	314880669	18.24	0.18	1095574756	6.38			103683135	78093827	32.77	0.36	103683135	78093827	32.77	314880669	18.24	0.18	1095574756	6.38	1621410124	0	0	19722	2515122	0.16			20200210	335655181
202002	2330	台積電	93394449	60889055	53.38	-9.92	197077584	138982882	41.8	300390722	31.28	-4.97	1128080150	9.94			93394449	60889055	53.38	-9.92	197077584	138982882	41.8	300390722	31.28	-4.97	1128080150	9.94	1621410124	0	0	3162	2518284	0.16			20200310	335656148
