年月	股票代號	股票名稱	單月合併營收(千)	去年單月合併營收(千)	單月合併營收年成長(%)	單月合併營收月變動(%)	累計合併營收(千)	去年累計合併營收(千)	累計合併營收成長(%)	近三月合併營收(千)	近三月合併營收年成長(%)	近三月合併營收月變動(%)	近12月累計合併營收(千)	近12月營收合併成長(%)	預估年營收(千)	累計營收達成率(%)	單月營收(千)	去年單月營收(千)	單月營收年成長(%)	單月營收月變動(%)	累計營收(千)	去年累計營收(千)	累計營收成長(%)	近三月營收(千)	近三月營收年成長(%)	近三月營收月變動(%)	近12月累計營收(千)	近12月營收成長(%)	淨值(千)	資金貸放餘額(千)	資金貸放佔淨值比(%)	背書保證單月金額(千)	背書保證累計餘額(千)	背書保証累計餘額佔淨值比(%)	重要子公司本月營業收入淨額(千)	重要子公司本年累計營收淨額(千)	公告日	RTIME
201411	2317	鴻海	514793265	456186788	12.85	9.76	3696904823	3463187659	6.75	1399204982	18.91	64.17	4187836593	8.04			514793265	456186788	12.85	9.76	3696904823	3463187659	6.75	1399204982	18.91	64.17	4187836593	9.51	861001797	0	0	53687496	171000547	19.86			20141210	143963056
201412	2317	鴻海	515569088	490931771	5.02	0.15	4213172321	3952317540	6.6	1499361777	12.76	57.71	4213172321	6.6			515569088	490931771	5.02	0.15	4213172321	3952317540	6.6	1499361777	12.76	57.71	4213172321	6.6	930231233	0	0	4368810	175369357	18.85			20150109	156063173
201501	2317	鴻海	396005475	314551279	25.9	-23.19	396005475	314551279	25.9	1426367828	13.05	23.02	4293928106	8.57			396005475	314551279	25.9	-23.19	396005475	314551279	25.9	1426367828	13.05	23.02	4293928106	8.57	930231233	0	0	-2569668	172799689	18.58			20150210	156063180
201502	2317	鴻海	280021542	260625536	7.44	-29.29	676027018	575176815	17.53	1191596105	11.77	-14.84	4313324112	8.36			280021542	260625536	7.44	-29.29	676027018	575176815	17.53	1191596105	11.77	-14.84	4313324112	8.36	930231233	0	0	76407	172876096	18.58			20150310	156063188
201503	2317	鴻海	338297389	307819243	9.9	20.81	1014122421	883479325	14.79	1014122421	14.79	-32.35	4343802258	7.84			338297389	307819243	9.9	20.81	1014122421	883479325	14.79	1014122421	14.79	-32.35	4343802258	7.84	946111968	0	0	-1207930	171668166	18.14			20150410	162163158
201504	2317	鴻海	352467560	294441622	19.71	4.19	1366791966	1177437680	16.08	970786491	12.5	-31.94	4401828196	9.2			352467560	294441622	19.71	4.19	1366791966	1177437680	16.08	970786491	12.5	-31.94	4401828196	9.2	946111968	0	0	-4218990	167449176	17.7			20150508	162163167
201505	2317	鴻海	301599386	267966271	12.55	-14.43	1668391352	1445403951	15.43	992364335	14.04	-16.72	4435461311	10.93			301599386	267966271	12.55	-14.43	1668391352	1445403951	15.43	992364335	14.04	-16.72	4435461311	10.93	946111968	0	0	469336	167918512	17.75			20150610	162163175
201506	2317	鴻海	318555965	316993273	0.49	5.62	1986830642	1762573637	12.74	972622911	10.6	-4.09	4437024003	10.63			318555965	316993273	0.49	5.62	1986830642	1762573637	12.74	972622911	10.6	-4.09	4437024003	10.63	917732883	0	0	1315749	169234261	18.44			20150709	171363148
201507	2317	鴻海	312192660	260217686	19.97	-2	2299139977	2022614911	13.67	932348011	10.31	-3.96	4488998977	13.05			312192660	260217686	19.97	-2	2299139977	2022614911	13.67	932348011	10.31	-3.96	4488998977	13.05	917732883	0	0	2508570	171742831	18.71			20150810	171363157
201508	2317	鴻海	292915013	275084930	6.48	-6.17	2592054990	2297699841	12.81	923663638	8.37	-6.92	4506829060	13.66			292915013	275084930	6.48	-6.17	2592054990	2297699841	12.81	923663638	8.37	-6.92	4506829060	13.66	917732883	0	0	1411017	173153848	18.87			20150910	171373892
201509	2317	鴻海	460903278	415412293	10.95	57.35	3052432520	2713067658	12.53	1066010951	12.13	9.6	4552320045	12.6			460903278	415412293	10.95	57.35	3052432520	2713067658	12.53	1066010951	12.13	9.6	4552320045	12.6	970885550	0	0	3945153	177099001	18.24			20151008	180463149
201510	2317	鴻海	502963649	468999424	7.24	9.13	3555921918	3182111558	11.75	1256781940	8.39	34.8	4586284270	11.07			502963649	468999424	7.24	9.13	3555921918	3182111558	11.75	1256781940	8.39	34.8	4586284270	11.07	970885550	0	0	-6851057	170247944	17.54			20151110	180463158
201511	2317	鴻海	517519561	514793265	0.53	2.89	4073441479	3696904823	10.19	1481386488	5.87	60.38	4589010566	9.58			517519561	514793265	0.53	2.89	4073441479	3696904823	10.19	1481386488	5.87	60.38	4589010566	9.58	970885550	0	0	-703628	169544316	17.46			20151210	180464969
201512	2317	鴻海	409654099	515569088	-20.54	-20.84	4482145967	4213172321	6.38	1430137309	-4.62	34.16	4482145967	6.38			409654099	515569088	-20.54	-20.84	4482145967	4213172321	6.38	1430137309	-4.62	34.16	4482145967	6.38	1007629838	0	0	566895	170111211	16.88			20160108	192470331
201601	2317	鴻海	337605177	396005475	-14.75	-17.59	337605177	396005475	-14.75	1264778837	-11.33	0.64	4424695279	3.05			337605177	396005475	-14.75	-17.59	337605177	396005475	-14.75	1264778837	-11.33	0.64	4424695279	3.05	1007629838	0	0	3593292	173704503	17.24			20160205	192470334
201602	2317	鴻海	280647668	280021542	0.22	-16.87	618252845	676027018	-8.55	1027906944	-13.74	-30.61	4425321405	2.6			280647668	280021542	0.22	-16.87	618252845	676027018	-8.55	1027906944	-13.74	-30.61	4425321405	2.6	1007629838	0	0	-4012306	169692197	16.84			20160310	192470335
201603	2317	鴻海	339621426	338297389	0.39	21.01	958009217	1014122421	-5.53	958009217	-5.53	-33.02	4426645442	1.91			339621426	338297389	0.39	21.01	958009217	1014122421	-5.53	958009217	-5.53	-33.02	4426645442	1.91	1026255859	0	0	-4161088	165531109	16.13			20160408	198563211
201604	2317	鴻海	322388621	352467560	-8.53	-5.07	1280262892	1366791966	-6.33	942657715	-2.9	-25.47	4396566503	-0.12			322388621	352467560	-8.53	-5.07	1280262892	1366791966	-6.33	942657715	-2.9	-25.47	4396566503	-0.12	1026255859	0	0	-425833	165105276	16.09			20160510	198563222
201605	2317	鴻海	295411010	301599386	-2.05	-8.37	1575673902	1668391352	-5.56	957421057	-3.52	-6.86	4390378127	-1.02			295411010	301599386	-2.05	-8.37	1575673902	1668391352	-5.56	957421057	-3.52	-6.86	4390378127	-1.02	1026255859	0	0	5753495	170858771	16.65			20160608	198563231
201606	2317	鴻海	305011247	318555965	-4.25	3.25	1880146138	1986830642	-5.37	922810878	-5.12	-3.67	4376833409	-1.36			305011247	318555965	-4.25	3.25	1880146138	1986830642	-5.37	922810878	-5.12	-3.67	4376833409	-1.36	974171953	0	0	-6289318	164569453	16.89			20160711	207966903
201607	2317	鴻海	293000389	312192660	-6.15	-3.94	2173685538	2299139977	-5.46	893422646	-4.17	-5.22	4357641138	-2.93			293000389	312192660	-6.15	-3.94	2173685538	2299139977	-5.46	893422646	-4.17	-5.22	4357641138	-2.93	974171953	0	0	-1959351	162610102	16.69			20160810	207966908
201608	2317	鴻海	312697365	292915013	6.75	6.72	2486382903	2592054990	-4.08	910709001	-1.4	-4.88	4377423490	-2.87			312697365	292915013	6.75	6.72	2486382903	2592054990	-4.08	910709001	-1.4	-4.88	4377423490	-2.87	974171953	0	0	-1244370	161365732	16.56			20160910	207966911
201609	2317	鴻海	468361676	460903278	1.62	49.78	2955494349	3052432520	-3.18	1074059430	0.76	16.39	4384881888	-3.68			468361676	460903278	1.62	49.78	2955494349	3052432520	-3.18	1074059430	0.76	16.39	4384881888	-3.68	992507259	0	0	-1849240	159516492	16.07			20161011	216970332
201610	2317	鴻海	471933062	502963649	-6.17	0.76	3426677641	3555921918	-3.63	1252992103	-0.3	40.25	4353851301	-5.07			471933062	502963649	-6.17	0.76	3426677641	3555921918	-3.63	1252992103	-0.3	40.25	4353851301	-5.07	992507259	0	0	934718	160451210	16.17			20161110	216970336
201611	2317	鴻海	480671537	517519561	-7.12	1.85	3907349178	4073441479	-4.08	1420966275	-4.08	56.03	4317003277	-5.93			480671537	517519561	-7.12	1.85	3907349178	4073441479	-4.08	1420966275	-4.08	56.03	4317003277	-5.93	992507259	0	0	506385	160957595	16.22			20161209	216970336
201612	2317	鴻海	449639072	409654099	9.76	-6.46	4358733357	4482145967	-2.75	1402243671	-1.95	30.56	4358733357	-2.75			449639072	409654099	9.76	-6.46	4358733357	4482145967	-2.75	1402243671	-1.95	30.56	4358733357	-2.75	1078749394	0	0	2226613	163184208	15.13			20170110	229168583
201701	2317	鴻海	345331557	337605177	2.29	-23.2	345331557	337605177	2.29	1275642166	0.86	1.81	4364714630	-1.36			345331557	337605177	2.29	-23.2	345331557	337605177	2.29	1275642166	0.86	1.81	4364714630	-1.36	1078749394	0	0	-642020	162542188	15.07			20170210	229168587
201702	2317	鴻海	289580345	280647668	3.18	-16.14	634911902	618252845	2.69	1084550974	5.51	-23.68	4373647307	-1.17			289580345	280647668	3.18	-16.14	634911902	618252845	2.69	1084550974	5.51	-23.68	4373647307	-1.17	1078749394	0	0	-4204265	158337923	14.68			20170310	229168591
201703	2317	鴻海	341690438	339621426	0.61	18	975043856	958009217	1.78	975043856	1.78	-30.47	4375716319	-1.15			341690438	339621426	0.61	18	975043856	958009217	1.78	975043856	1.78	-30.47	4375716319	-1.15	1112190938	0	0	-2073225	156264698	14.05			20170410	235177576
201704	2317	鴻海	322787873	322388621	0.12	-5.53	1299390213	1280262892	1.49	954058656	1.21	-25.21	4376115571	-0.47			322787873	322388621	0.12	-5.53	1299390213	1280262892	1.49	954058656	1.21	-25.21	4376115571	-0.47	1112190938	0	0	-780610	155484088	13.98			20170510	235177580
201705	2317	鴻海	279845611	295411010	-5.27	-13.3	1579235824	1575673902	0.23	944323922	-1.37	-12.93	4360550172	-0.68			279845611	295411010	-5.27	-13.3	1579235824	1575673902	0.23	944323922	-1.37	-12.93	4360550172	-0.68	1112190938	0	0	41327961	196812049	17.7			20170609	235177580
201706	2317	鴻海	315139646	305011247	3.32	12.61	1897456321	1880146138	0.92	917773130	-0.55	-5.87	4370678571	-0.14			315139646	305011247	3.32	12.61	1897456321	1880146138	0.92	917773130	-0.55	-5.87	4370678571	-0.14	1060188731	0	0	2039218	198851267	18.76			20170710	243552553
201707	2317	鴻海	315057364	293000389	7.53	-0.03	2209432834	2173685538	1.64	910042621	1.86	-4.61	4392735546	0.81			315057364	293000389	7.53	-0.03	2209432834	2173685538	1.64	910042621	1.86	-4.61	4392735546	0.81	1060188731	0	0	-1278677	197572590	18.64			20170810	244272248
201708	2317	鴻海	316793293	312697365	1.31	0.55	2526226127	2486382903	1.6	946990303	3.98	0.28	4396831474	0.44			316793293	312697365	1.31	0.55	2526226127	2486382903	1.6	946990303	3.98	0.28	4396831474	0.44	1060188731	0	0	-8550284	189022306	17.83			20170908	244273905
201709	2317	鴻海	451040000	468361676	-3.7	42.38	2976347954	2955494349	0.71	1082890657	0.82	17.99	4379509798	-0.12			451040000	468361676	-3.7	42.38	2976347954	2955494349	0.71	1082890657	0.82	17.99	4379509798	-0.12	1069962720	0	0	219277	189241583	17.69			20171011	251137071
201710	2317	鴻海	485457987	471933062	2.87	7.63	3462724114	3426677641	1.05	1253291280	0.02	37.72	4393034723	0.9			485457987	471933062	2.87	7.63	3462724114	3426677641	1.05	1253291280	0.02	37.72	4393034723	0.9	1069962720	0	0	-1308021	187933562	17.56			20171110	253364998
201711	2317	鴻海	569599639	480671537	18.5	17.33	4032323753	3907349178	3.2	1506097626	5.99	59.04	4481962825	3.82			569599639	480671537	18.5	17.33	4032323753	3907349178	3.2	1506097626	5.99	59.04	4481962825	3.82	1069962720	0	0	32740837	220674399	20.62			20171208	253642678
201712	2317	鴻海	675141430	449639072	50.15	18.53	4706736096	4358733357	7.98	1730199056	23.39	59.78	4706736096	7.98			675141430	449639072	50.15	18.53	4706736096	4358733357	7.98	1730199056	23.39	59.78	4706736096	7.98	1084220815	0	0	-20570334	200104065	18.46			20180110	290337867
201801	2317	鴻海	400606784	345331557	16.01	-40.66	400606784	345331557	16.01	1645347853	28.98	31.28	4762740410	9.12			400606784	345331557	16.01	-40.66	400606784	345331557	16.01	1645347853	28.98	31.28	4762740410	9.12	1084220815	0	0	-3074318	197029747	18.17			20180209	265666768
201802	2317	鴻海	277815099	289580345	-4.06	-30.65	678421883	634911902	6.85	1353563313	24.8	-10.13	4750975164	8.63			277815099	289580345	-4.06	-30.65	678421883	634911902	6.85	1353563313	24.8	-10.13	4750975164	8.63	1084220815	0	0	-9238569	187791178	17.32			20180309	265666776
201803	2317	鴻海	349154840	341690438	2.18	25.68	1028594580	975043856	5.49	1028594580	5.49	-40.55	4758439566	8.75			349154840	341690438	2.18	25.68	1028594580	975043856	5.49	1028594580	5.49	-40.55	4758439566	8.75	1116836820	0	0	-11405997	176385181	15.79			20180410	290337935
201804	2317	鴻海	343987825	322787873	6.57	-1.48	1371564549	1299390213	5.55	970957764	1.77	-40.99	4779639518	9.22			343987825	322787873	6.57	-1.48	1371564549	1299390213	5.55	970957764	1.77	-40.99	4779639518	9.22	1116836820	0	0	2872001	179257182	16.05			20180510	271566924
201805	2317	鴻海	347103612	279845611	24.03	0.91	1718668161	1579235824	8.83	1040246277	10.16	-23.15	4846897519	11.15			347103612	279845611	24.03	0.91	1718668161	1579235824	8.83	1040246277	10.16	-23.15	4846897519	11.15	1116836820	0	0	2307979	181565161	16.26			20180608	271568710
201806	2317	鴻海	389889521	315139646	23.72	12.33	2108065028	1897456321	11.1	1080980958	17.78	5.09	4921647394	12.61			389889521	315139646	23.72	12.33	2108065028	1897456321	11.1	1080980958	17.78	5.09	4921647394	12.61	1188475939	0	0	2898607	184463768	15.52			20180710	290338030
201807	2317	鴻海	395590580	315057364	25.56	1.46	2504148262	2209432834	13.34	1132583713	24.45	16.65	5002180610	13.87			395590580	315057364	25.56	1.46	2504148262	2209432834	13.34	1132583713	24.45	16.65	5002180610	13.87	1188475939	0	0	-285437	184178331	15.5			20180810	280963225
201808	2317	鴻海	396784599	316793293	25.25	0.3	2900932860	2526226127	14.83	1182264700	24.84	13.65	5082171916	15.59			396784599	316793293	25.25	0.3	2900932860	2526226127	14.83	1182264700	24.84	13.65	5082171916	15.59	1188475939	0	0	-8701256	175477075	14.76			20180910	280963229
201809	2317	鴻海	584929050	451040000	29.68	47.42	3483904827	2976347954	17.05	1377304229	27.19	27.41	5216060966	19.1			584929050	451040000	29.68	47.42	3483904827	2976347954	17.05	1377304229	27.19	27.41	5216060966	19.1	1150879547	0	0	-658852	174818223	15.19			20181011	290338138
201810	2317	鴻海	589734622	485457987	21.48	0.82	4075596532	3462724114	17.7	1571448271	25.39	38.75	5320337601	21.11			589734622	485457987	21.48	0.82	4075596532	3462724114	17.7	1571448271	25.39	38.75	5320337601	21.11	1150879547	0	0	2232260	177050483	15.38			20181109	290070264
201811	2317	鴻海	601441398	569599639	5.59	1.99	4677037929	4032323753	15.99	1776105070	17.93	50.23	5352179360	19.42			601441398	569599639	5.59	1.99	4677037929	4032323753	15.99	1776105070	17.93	50.23	5352179360	19.42	1150879547	0	0	-2897371	174153112	15.13			20181210	290070264
201812	2317	鴻海	619315527	675141430	-8.27	2.97	5293803022	4706736096	12.47	1810491547	4.64	31.45	5293803022	12.47			619315527	675141430	-8.27	2.97	5293803022	4706736096	12.47	1810491547	4.64	31.45	5293803022	12.47	1211878469	0	0	-411275	173741837	14.34			20190110	301269817
201901	2317	鴻海	414095017	400606784	3.37	-33.14	414095017	400606784	3.37	1634851942	-0.64	4.03	5309841690	11.49			414095017	400606784	3.37	-33.14	414095017	400606784	3.37	1634851942	-0.64	4.03	5309841690	11.49	1211878469	0	0	121892	173863729	14.35			20190215	302170267
201902	2317	鴻海	265632525	277815099	-4.39	-35.85	679727542	678421883	0.19	1299043069	-4.03	-26.86	5297659116	11.51			265632525	277815099	-4.39	-35.85	679727542	678421883	0.19	1299043069	-4.03	-26.86	5297659116	11.51	1211878469	0	0	237495	174101224	14.37			20190308	302170267
201903	2317	鴻海	376604602	349154840	7.86	41.78	1054302519	1028594580	2.5	1054302519	2.5	-41.77	5325108878	11.91			376604602	349154840	7.86	41.78	1054302519	1028594580	2.5	1054302519	2.5	-41.77	5325108878	11.91	1267221148	0	0	-1760946	172340278	13.6			20190410	305837988
201904	2317	鴻海	379786358	343987825	10.41	0.84	1436118502	1371564549	4.71	1022023485	5.26	-37.49	5360907411	12.16			379786358	343987825	10.41	0.84	1436118502	1371564549	4.71	1022023485	5.26	-37.49	5360907411	12.16	1267221148	0	0	213865	172554143	13.62			20190510	307772033
201905	2317	鴻海	384217278	347103612	10.69	1.17	1820335781	1718668161	5.92	1140608238	9.65	-12.2	5398021077	11.37			384217278	347103612	10.69	1.17	1820335781	1718668161	5.92	1140608238	9.65	-12.2	5398021077	11.37	1267221148	0	0	3588581	176142724	13.9			20190605	308267642
201906	2317	鴻海	396537313	389889521	1.71	3.21	2214086625	2108065028	5.03	1160540949	7.36	10.08	5404668869	9.81			396537313	389889521	1.71	3.21	2214086625	2108065028	5.03	1160540949	7.36	10.08	5404668869	9.81	1216532754	0	0	-2717733	173424991	14.26			20190705	315558687
201907	2317	鴻海	398012063	395590580	0.61	0.37	2614885156	2504148262	4.42	1178766654	4.08	15.34	5407090352	8.09			398012063	395590580	0.61	0.37	2614885156	2504148262	4.42	1178766654	4.08	15.34	5407090352	8.09	1216532754	0	0	-6305276	167119715	13.74			20190805	316972034
201908	2317	鴻海	398815197	396784599	0.51	0.2	3013700353	2900932860	3.89	1193364573	0.94	4.63	5409120950	6.43			398815197	396784599	0.51	0.2	3013700353	2900932860	3.89	1193364573	0.94	4.63	5409120950	6.43	1216532754	0	0	1556403	168676118	13.87			20190905	317461510
201909	2317	鴻海	587790037	584929050	0.49	47.38	3601878654	3483904827	3.39	1384617297	0.53	19.31	5411981937	3.76			587790037	584929050	0.49	47.38	3601878654	3483904827	3.39	1384617297	0.53	19.31	5411981937	3.76	1206685843	0	0	-2326215	166349903	13.79			20191005	324337084
201910	2317	鴻海	595882399	589734622	1.04	1.38	4197372789	4075596532	2.99	1582487633	0.7	34.25	5418129714	1.84			595882399	589734622	1.04	1.38	4197372789	4075596532	2.99	1582487633	0.7	34.25	5418129714	1.84	1206685843	0	0	-2842354	163507549	13.55			20191105	326072034
201911	2317	鴻海	602646218	601441398	0.2	1.14	4800019007	4677037929	2.63	1786318654	0.58	49.69	5419334534	1.25			602646218	601441398	0.2	1.14	4800019007	4677037929	2.63	1786318654	0.58	49.69	5419334534	1.25	1206685843	0	0	113188	163620737	13.56			20191205	326568474
201912	2317	鴻海	539507164	619315527	-12.89	-10.48	5339526171	5296353456	0.82	1738035781	-4	25.52	5339526171	0.82			539507164	619315527	-12.89	-10.48	5339526171	5296353456	0.82	1738035781	-4	25.52	5339526171	0.82	1206685843	0	0	-2683372	160937365	13.34			20200106	329666763
202001	2317	鴻海	364565505	414095017	-11.96	-32.43	364565505	414095017	-11.96	1506718887	-7.84	-4.79	5289996659	-0.37			364565505	414095017	-11.96	-32.43	364565505	414095017	-11.96	1506718887	-7.84	-4.79	5289996659	-0.37	1206685843	0	0	-350856	160586509	13.31			20200210	333261291
202002	2317	鴻海	217460379	265632525	-18.13	-40.35	582025884	679727542	-14.37	1121533048	-13.66	-37.22	5241824513	-1.05			217460379	265632525	-18.13	-40.35	582025884	679727542	-14.37	1121533048	-13.66	-37.22	5241824513	-1.05	1206685843	0	0	1810772	162397281	13.46			20200305	335668481
