年月	股票代號	股票名稱	單月合併營收(千)	去年單月合併營收(千)	單月合併營收年成長(%)	單月合併營收月變動(%)	累計合併營收(千)	去年累計合併營收(千)	累計合併營收成長(%)	近三月合併營收(千)	近三月合併營收年成長(%)	近三月合併營收月變動(%)	近12月累計合併營收(千)	近12月營收合併成長(%)	預估年營收(千)	累計營收達成率(%)	單月營收(千)	去年單月營收(千)	單月營收年成長(%)	單月營收月變動(%)	累計營收(千)	去年累計營收(千)	累計營收成長(%)	近三月營收(千)	近三月營收年成長(%)	近三月營收月變動(%)	近12月累計營收(千)	近12月營收成長(%)	淨值(千)	資金貸放餘額(千)	資金貸放佔淨值比(%)	背書保證單月金額(千)	背書保證累計餘額(千)	背書保証累計餘額佔淨值比(%)	重要子公司本月營業收入淨額(千)	重要子公司本年累計營收淨額(千)	公告日	RTIME
201306	2454	聯發科	9772993	7845260	24.57	-10.59	57250252	43055222	32.97	33275943	41.96	38.8	113455976	27.4			9772993	7845260	24.57	-10.59	57250252	43055222	32.97	33275943	133.22	38.8	94994450	73.15	178314988	0	0	298	24140255	13.54			20130705	125532539
201307	2454	聯發科	13218257	9246070	42.96	35.25	70468533	52301292	34.74	33922345	37.09	20.75	117428163	28.82			13218257	9246070	42.96	35.25	70468533	52301292	34.74	33922345	119.76	20.75	102276505	82.14	178314988	0	0	-6	24140249	13.54			20130807	125532540
201308	2454	聯發科	12747998	9217155	38.31	-3.56	83216531	61518448	35.27	35739248	35.85	8.52	120959006	31.38			12747998	9217155	38.31	-3.56	83216531	61518448	35.27	35739248	110.83	8.52	108980529	91.6	178314988	0	0	-135	24140114	13.54			20130906	125532540
201309	2454	聯發科	13041509	11007703	18.48	2.3	96258040	72526151	32.72	39007764	32.36	17.23	122992812	29.26			13041509	11007703	18.48	2.3	96258040	72526151	32.72	39007764	99.83	17.23	114481710	93.3	185056690	0	0	-347	24139767	13.04			20131007	125532541
201310	2454	聯發科	13887691	10498124	32.29	6.49	110145731	83024275	32.67	39677198	29.15	16.96	126382379	28.81			13887691	10498124	32.29	6.49	110145731	83024275	32.67	39677198	88.8	16.96	120938197	95.69	185056690	0	0	-1248	24138519	13.04			20131107	125532541
201311	2454	聯發科	12822202	8653980	48.17	-7.67	122967933	91678255	34.13	39751402	31.8	11.23	130550601	31.68			12822202	8653980	48.17	-7.67	122967933	91678255	34.13	39751402	90.42	11.23	127855934	102.38	185056690	0	0	1594	24140113	13.04			20131206	125532542
201312	2454	聯發科	13088021	7582668	72.6	2.07	136055954	99263160	37.07	39797914	48.86	2.03	136055954	37.07			13088021	7582668	72.6	2.07	136055954	99263160	37.07	39797914	118.39	2.03	136055954	37.07	195315206	0	0	-6928	24133185	12.36			20140108	125532542
201401	2454	聯發科	12843836	8452573	51.95	-1.87	12843836	8452573	51.95	38754059	56.97	-2.33	140447217	36.95			12843836	8452573	51.95	-1.87	12843836	8452573	51.95	38754059	101.37	-2.33	140447217	103.53	195315206	0	0	1680	24134865	12.36			20140210	125532543
201402	2454	聯發科	15731675	6092037	158.23	22.48	28575511	14544610	96.47	41663532	88.29	4.81	150086855	46.54			15731675	6092037	158.23	22.48	28575511	14544610	96.47	41663532	114.4	4.81	150086855	109.69	195315206	0	0	423	24135288	12.36			20140307	125532543
201403	2454	聯發科	17429491	9429723	84.84	10.79	46005002	23974209	91.89	46005002	91.89	15.6	158086623	52.56			17429491	9429723	84.84	10.79	46005002	23974209	91.89	46005002	91.89	15.6	158086623	108.05	228338337	0	0	551	24135839	10.57			20140408	125532544
201404	2454	聯發科	19096972	12571855	51.9	9.57	65101974	36546188	78.14	52258138	86.01	34.85	164611740	52.07			19096972	12571855	51.9	9.57	65101974	36546188	78.14	52258138	86.01	34.85	164611740	96.46	228338337	0	0	8999232	33135071	14.51			20140508	125532544
201405	2454	聯發科	19329908	10931095	76.83	1.22	84431881	47477283	77.84	55856371	69.61	34.07	173010553	55.13			19329908	10931095	76.83	1.22	84431881	47477283	77.84	55856371	69.61	34.07	173010553	91.82	228338337	0	0	-11428	33123643	14.51			20140609	125670348
201406	2454	聯發科	15706168	9772993	60.71	-18.75	100138049	57250252	74.91	54133048	62.68	17.67	178943728	57.72			15706168	9772993	60.71	-18.75	100138049	57250252	74.91	54133048	62.68	17.67	178943728	88.37	214280344	0	0	28	33123671	15.46			20140707	134332407
201407	2454	聯發科	19270385	13218257	45.79	22.69	119408435	70468533	69.45	54306461	60.09	3.92	184995856	57.54			19270385	13218257	45.79	22.69	119408435	70468533	69.45	54306461	60.09	3.92	184995856	80.88	214280344	0	0	-67216	33056455	15.43			20140807	134332411
201408	2454	聯發科	19656145	12747998	54.19	2	139064580	83216531	67.11	54632698	52.86	-2.19	191904003	58.65			19656145	12747998	54.19	2	139064580	83216531	67.11	54632698	52.86	-2.19	191904003	76.09	214280344	0	0	-612	33055843	15.43			20140905	134866678
201409	2454	聯發科	18545617	13041509	42.2	-5.65	157610197	96258040	63.74	57472147	47.34	6.17	197408111	60.5			18545617	13041509	42.2	-5.65	157610197	96258040	63.74	57472147	47.34	6.17	197408111	72.44	230850401	0	0	217	33056060	14.32			20141007	143236872
201410	2454	聯發科	21604369	13887691	55.56	16.49	179214566	110145731	62.71	59806131	50.73	10.13	205124789	62.3			21604369	13887691	55.56	16.49	179214566	110145731	62.71	59806131	50.73	10.13	205124789	69.61	230850401	0	0	-291	33055769	14.32			20141107	143432346
201411	2454	聯發科	16773480	12822202	30.82	-22.36	195988046	122967933	59.38	56923466	43.2	4.19	209076067	60.15			16773480	12822202	30.82	-22.36	195988046	122967933	59.38	56923466	43.2	4.19	209076067	63.52	230850401	0	0	422	33056191	14.32			20141205	143970182
201412	2454	聯發科	17074870	13088021	30.46	1.8	213062916	136055954	56.6	55452719	39.34	-3.51	213062916	56.6			17074870	13088021	30.46	1.8	213062916	136055954	56.6	55452719	39.34	-3.51	213062916	56.6	247168148	0	0	1109	33057300	13.37			20150109	155931295
201501	2454	聯發科	17463667	12843836	35.97	2.28	17463667	12843836	35.97	51312017	32.4	-14.2	217682747	54.99			17463667	12843836	35.97	2.28	17463667	12843836	35.97	51312017	32.4	-14.2	217682747	54.99	247168148	0	0	-10482	33046818	13.37			20150206	155931297
201502	2454	聯發科	9671259	15731675	-38.52	-44.62	27134926	28575511	-5.04	44209796	6.11	-22.33	211622331	41			9671259	15731675	-38.52	-44.62	27134926	28575511	-5.04	44209796	6.11	-22.33	211622331	41	247168148	0	0	584	33047402	13.37			20150306	155931298
201503	2454	聯發科	20401294	17429491	17.05	110.95	47536221	46005002	3.33	47536221	3.33	-14.28	214594134	35.74			20401294	17429491	17.05	110.95	47536221	46005002	3.33	47536221	3.33	-14.28	214594134	35.74	253142264	0	0	-1236	33046166	13.05			20150409	161632472
201504	2454	聯發科	15113621	19096972	-20.86	-25.92	62649841	65101974	-3.77	45186174	-13.53	-11.94	210610783	27.94			15113621	19096972	-20.86	-25.92	62649841	65101974	-3.77	45186174	-13.53	-11.94	210610783	27.94	253142264	0	0	-43	33046123	13.05			20150508	161632476
201505	2454	聯發科	15314278	19329908	-20.77	1.33	77964119	84431881	-7.66	50829193	-9	14.97	206595153	19.41			15314278	19329908	-20.77	1.33	77964119	84431881	-7.66	50829193	-9	14.97	206595153	19.41	253142264	0	0	75	33046198	13.05			20150605	162166725
201506	2454	聯發科	16616158	15706168	5.79	8.5	94580277	100138049	-5.55	47044057	-13.1	-1.04	207505143	15.96			16616158	15706168	5.79	8.5	94580277	100138049	-5.55	47044057	-13.1	-1.04	207505143	15.96	224582201	0	0	1027	33047225	14.71			20150707	171032480
201507	2454	聯發科	17912254	19270385	-7.05	7.8	112492531	119408435	-5.79	49842690	-8.22	10.31	206147012	11.43			17912254	19270385	-7.05	7.8	112492531	119408435	-5.79	49842690	-8.22	10.31	206147012	11.43	224582201	0	0	770	33047995	14.72			20150807	171032485
201508	2454	聯發科	19009152	19656145	-3.29	6.12	131501683	139064580	-5.44	53537564	-2	5.33	205500019	7.08			19009152	19656145	-3.29	6.12	131501683	139064580	-5.44	53537564	-2	5.33	205500019	7.08	224582201	0	0	1204	33049199	14.72			20150907	171368520
201509	2454	聯發科	20040638	18545617	8.06	5.43	151542321	157610197	-3.85	56962044	-0.89	21.08	206995040	4.86			20040638	18545617	8.06	5.43	151542321	157610197	-3.85	56962044	-0.89	21.08	206995040	4.86	236163542	0	0	77	33049276	13.99			20151007	180132474
201510	2454	聯發科	22236948	21604369	2.93	10.96	173779269	179214566	-3.03	61286738	2.48	22.96	207627619	1.22			22236948	21604369	2.93	10.96	173779269	179214566	-3.03	61286738	2.48	22.96	207627619	1.22	236163542	0	0	62	33049338	13.99			20151106	180132478
201511	2454	聯發科	20955528	16773480	24.93	-5.76	194734797	195988046	-0.64	63233114	11.08	18.11	211809667	1.31			20955528	16773480	24.93	-5.76	194734797	195988046	-0.64	63233114	11.08	18.11	211809667	1.31	236163542	0	0	-637	33048701	13.99			20151207	180461342
201512	2454	聯發科	18520443	17074870	8.47	-11.62	213255240	213062916	0.09	61712919	11.29	8.34	213255240	0.09			18520443	17074870	8.47	-11.62	213255240	213062916	0.09	61712919	11.29	8.34	213255240	0.09	240427726	0	0	-238	33048463	13.75			20160108	192463227
201601	2454	聯發科	21325720	17463667	22.11	15.15	21325720	17463667	22.11	60801691	18.49	-0.79	217117293	-0.26			21325720	17463667	22.11	15.15	21325720	17463667	22.11	60801691	18.49	-0.79	217117293	-0.26	240427726	0	0	-10267	33038196	13.74			20160205	192463234
201602	2454	聯發科	13242410	9671259	36.93	-37.9	34568130	27134926	27.39	53088573	20.08	-16.04	220688444	4.28			13242410	9671259	36.93	-37.9	34568130	27134926	27.39	53088573	20.08	-16.04	220688444	4.28	240427726	0	0	-788	33037408	13.74			20160307	192463247
201603	2454	聯發科	21337356	20401294	4.59	61.13	55905486	47536221	17.61	55905486	17.61	-9.41	221624506	3.28			21337356	20401294	4.59	61.13	55905486	47536221	17.61	55905486	17.61	-9.41	221624506	3.28	242982010	0	0	-557	33036851	13.6			20160408	198364963
201604	2454	聯發科	23021602	15113621	52.32	7.89	78927088	62649841	25.98	57601368	27.48	-5.26	229532487	8.98			23021602	15113621	52.32	7.89	78927088	62649841	25.98	57601368	27.48	-5.26	229532487	8.98	242982010	0	0	453	33037304	13.6			20160506	198364970
201605	2454	聯發科	24636105	15314278	60.87	7.01	103563193	77964119	32.83	68995063	35.74	29.96	238854314	15.61			24636105	15314278	60.87	7.01	103563193	77964119	32.83	68995063	35.74	29.96	238854314	15.61	242982010	0	0	167	33037471	13.6			20160606	198563231
201606	2454	聯發科	24869604	16616158	49.67	0.95	128432797	94580277	35.79	72527311	54.17	29.73	247107760	19.09			24869604	16616158	49.67	0.95	128432797	94580277	35.79	72527311	54.17	29.73	247107760	19.09	222810774	0	0	0	33037471	14.83			20160707	207665249
201607	2454	聯發科	24818864	17912254	38.56	-0.2	153251661	112492531	36.23	74324573	49.12	29.03	254014370	23.22			24818864	17912254	38.56	-0.2	153251661	112492531	36.23	74324573	49.12	29.03	254014370	23.22	222810774	0	0	-3033	33034438	14.83			20160805	207665255
201608	2454	聯發科	25870296	19009152	36.09	4.24	179121957	131501683	36.21	75558764	41.13	9.51	260875514	26.95			25870296	19009152	36.09	4.24	179121957	131501683	36.21	75558764	41.13	9.51	260875514	26.95	222810774	0	0	-378	33034060	14.83			20160907	207861383
201609	2454	聯發科	27714331	20040638	38.29	7.13	206836288	151542321	36.49	78403491	37.64	8.1	268549207	29.74			27714331	20040638	38.29	7.13	206836288	151542321	36.49	78403491	37.64	8.1	268549207	29.74	228317898	0	0	-676	33033384	14.47			20161007	216761343
201610	2454	聯發科	23805366	22236948	7.05	-14.1	230641654	173779269	32.72	77389993	26.28	4.12	270117625	30.1			23805366	22236948	7.05	-14.1	230641654	173779269	32.72	77389993	26.28	4.12	270117625	30.1	228317898	0	0	-1054	33032330	14.47			20161107	216761349
201611	2454	聯發科	23516040	20955528	12.22	-1.22	254157694	194734797	30.51	75035737	18.67	-0.69	272678137	28.74			23516040	20955528	12.22	-1.22	254157694	194734797	30.51	75035737	18.67	-0.69	272678137	28.74	228317898	0	0	786	33033116	14.47			20161207	216956873
201612	2454	聯發科	21354019	18520443	15.3	-9.19	275511714	213255240	29.19	68675425	11.28	-12.41	275511714	29.19			21354019	18520443	15.3	-9.19	275511714	213255240	29.19	68675425	11.28	-12.41	275511714	29.19	244778910	0	0	105	33033221	13.5			20170109	229163304
201701	2454	聯發科	18313922	21325720	-14.12	-14.24	18313922	21325720	-14.12	63183981	3.92	-18.36	272499915	25.51			18313922	21325720	-14.12	-14.24	18313922	21325720	-14.12	63183981	3.92	-18.36	272499915	25.51	244778910	0	0	-528	33032693	13.49			20170208	229163318
201702	2454	聯發科	16950610	13242410	28	-7.44	35264532	34568130	2.01	56618551	6.65	-24.54	276208115	25.16			16950610	13242410	28	-7.44	35264532	34568130	2.01	56618551	6.65	-24.54	276208115	25.16	244778910	3000000	1.23	-1079	33031614	13.49			20170307	229163337
201703	2454	聯發科	20818189	21337356	-2.43	22.82	56082721	55905486	0.32	56082721	0.32	-18.34	275688948	24.39			20818189	21337356	-2.43	22.82	56082721	55905486	0.32	56082721	0.32	-18.34	275688948	24.39	252155477	0	0	-38	33031576	13.1			20170410	234875999
201704	2454	聯發科	17747750	23021602	-22.91	-14.75	73830471	78927088	-6.46	55516549	-3.62	-12.14	270415096	17.81			17747750	23021602	-22.91	-14.75	73830471	78927088	-6.46	55516549	-3.62	-12.14	270415096	17.81	252155477	0	0	551	33032127	13.1			20170508	234876006
201705	2454	聯發科	18437404	24636105	-25.16	3.89	92267875	103563193	-10.91	57003343	-17.38	0.68	264216395	10.62			18437404	24636105	-25.16	3.89	92267875	103563193	-10.91	57003343	-17.38	0.68	264216395	10.62	252155477	0	0	-225	33031902	13.1			20170606	235151574
201706	2454	聯發科	21893635	24869604	-11.97	18.75	114161510	128432797	-11.11	58078789	-19.92	3.56	261240426	5.72			21893635	24869604	-11.97	18.75	114161510	128432797	-11.11	58078789	-19.92	3.56	261240426	5.72	247323848	0	0	582	33032484	13.36			20170707	243552553
201707	2454	聯發科	18969298	24818864	-23.57	-13.36	133130808	153251661	-13.13	59300337	-20.21	6.82	255390860	0.54			18969298	24818864	-23.57	-13.36	133130808	153251661	-13.13	59300337	-20.21	6.82	255390860	0.54	247323848	0	0	97	33032581	13.36			20170807	244161367
201708	2454	聯發科	22495998	25870296	-13.04	18.59	155626805	179121957	-13.12	63358931	-16.15	11.15	252016562	-3.4			22495998	25870296	-13.04	18.59	155626805	179121957	-13.12	63358931	-16.15	11.15	252016562	-3.4	247323848	0	0	-505	33032076	13.36			20170907	244266738
201709	2454	聯發科	22186112	27714331	-19.95	-1.38	177812918	206836288	-14.03	63651408	-18.82	9.59	246488343	-8.21			22186112	27714331	-19.95	-1.38	177812918	206836288	-14.03	63651408	-18.82	9.59	246488343	-8.21	256442686	0	0	897	33032973	12.88			20171006	251137071
201710	2454	聯發科	21011596	23805366	-11.74	-5.29	198824514	230641654	-13.8	65693706	-15.11	10.78	243694573	-9.78			21011596	23805366	-11.74	-5.29	198824514	230641654	-13.8	65693706	-15.11	10.78	243694573	-9.78	256442686	0	0	-340	33032633	12.88			20171107	253261443
201711	2454	聯發科	20739411	23516040	-11.81	-1.3	219563925	254157694	-13.61	63937119	-14.79	0.91	240917944	-11.65			20739411	23516040	-11.81	-1.3	219563925	254157694	-13.61	63937119	-14.79	0.91	240917944	-11.65	256442686	0	0	231	33032864	12.88			20171207	253359598
201712	2454	聯發科	18652393	21354019	-12.65	-10.06	238216318	275511714	-13.54	60403400	-12.05	-5.1	238216318	-13.54			18652393	21354019	-12.65	-10.06	238216318	275511714	-13.54	60403400	-12.05	-5.1	238216318	-13.54	259811643	0	0	-196	33032668	12.71			20180108	265663556
201801	2454	聯發科	16835151	18313922	-8.07	-9.74	16835151	18313922	-8.07	56226955	-11.01	-14.41	236737547	-13.12			16835151	18313922	-8.07	-9.74	16835151	18313922	-8.07	56226955	-11.01	-14.41	236737547	-13.12	259811643	0	0	334	33033002	12.71			20180209	265663568
201802	2454	聯發科	12708432	16950610	-25.03	-24.51	29543583	35264532	-16.22	48195976	-14.88	-24.62	232495369	-15.83			12708432	16950610	-25.03	-24.51	29543583	35264532	-16.22	48195976	-14.88	-24.62	232495369	-15.83	259811643	0	0	-609	33032393	12.71			20180309	265663585
201803	2454	聯發科	20110404	20818189	-3.4	58.24	49653987	56082721	-11.46	49653987	-11.46	-17.8	231787584	-15.92			20110404	20818189	-3.4	58.24	49653987	56082721	-11.46	49653987	-11.46	-17.8	231787584	-15.92	272604832	0	0	290	33032683	12.12			20180410	271561470
201804	2454	聯發科	19014978	17747750	7.14	-5.45	68668965	73830471	-6.99	51833814	-6.63	-7.81	233054812	-13.82			19014978	17747750	7.14	-5.45	68668965	73830471	-6.99	51833814	-6.63	-7.81	233054812	-13.82	272604832	0	0	129	33032812	12.12			20180510	271561485
201805	2454	聯發科	20406052	18437404	10.68	7.32	89075017	92267875	-3.46	59531434	4.43	23.52	235023460	-11.05			20406052	18437404	10.68	7.32	89075017	92267875	-3.46	59531434	4.43	23.52	235023460	-11.05	272604832	0	0	-359	33032453	12.12			20180608	271561499
201806	2454	聯發科	21060302	21893635	-3.81	3.21	110135319	114161510	-3.53	60481332	4.14	21.81	234190127	-10.35			21060302	21893635	-3.81	3.21	110135319	114161510	-3.53	60481332	4.14	21.81	234190127	-10.35	258505643	0	0	409	33032862	12.78			20180710	280961496
201807	2454	聯發科	20423891	18969298	7.67	-3.02	130559210	133130808	-1.93	61890245	4.37	19.4	235644720	-7.73			20423891	18969298	7.67	-3.02	130559210	133130808	-1.93	61890245	4.37	19.4	235644720	-7.73	258505643	0	0	-20	33032842	12.78			20180810	280961503
201808	2454	聯發科	23502372	22495998	4.47	15.07	154061582	155626805	-1.01	64986565	2.57	9.16	236651094	-6.1			23502372	22495998	4.47	15.07	154061582	155626805	-1.01	64986565	2.57	9.16	236651094	-6.1	258505643	0	0	-15286	33017556	12.77			20180910	280963229
201809	2454	聯發科	23103883	22186112	4.13	-1.7	177165465	177812918	-0.36	67030146	5.31	10.83	237568865	-3.62			23103883	22186112	4.13	-1.7	177165465	177812918	-0.36	67030146	5.31	10.83	237568865	-3.62	270480928	0	0	-64	33017492	12.21			20181009	290061489
201810	2454	聯發科	20835525	21011596	-0.84	-9.82	198000990	198824514	-0.41	67441780	2.66	8.97	237392794	-2.59			20835525	21011596	-0.84	-9.82	198000990	198824514	-0.41	67441780	2.66	8.97	237392794	-2.59	270480928	0	0	94	33017586	12.21			20181109	290061503
201811	2454	聯發科	18669239	20739411	-9.98	-10.4	216670229	219563925	-1.32	62608647	-2.08	-3.66	235322622	-2.32			18669239	20739411	-9.98	-10.4	216670229	219563925	-1.32	62608647	-2.08	-3.66	235322622	-2.32	270480928	0	0	-77	33017509	12.21			20181210	290063300
201812	2454	聯發科	21387117	18652393	14.66	14.56	238057346	238216318	-0.07	60891881	0.81	-9.16	238057346	-0.07			21387117	18652393	14.66	14.56	238057346	238216318	-0.07	60891881	0.81	-9.16	238057346	-0.07	272946221	0	0	-64	33017445	12.1			20190110	301237725
201901	2454	聯發科	16242046	16835151	-3.52	-24.06	16242046	16835151	-3.52	56298402	0.13	-16.52	237464241	0.31			16242046	16835151	-3.52	-24.06	16242046	16835151	-3.52	56298402	0.13	-16.52	237464241	0.31	272946221	0	0	196	33017641	12.1			20190215	302161477
201902	2454	聯發科	14161182	12708432	11.43	-12.81	30403228	29543583	2.91	51790345	7.46	-17.28	238916991	2.76			14161182	12708432	11.43	-12.81	30403228	29543583	2.91	51790345	7.46	-17.28	238916991	2.76	272946221	0	0	104	33017745	12.1			20190308	302161482
201903	2454	聯發科	22318664	20110404	10.98	57.6	52721892	49653987	6.18	52721892	6.18	-13.42	241125251	4.03			22318664	20110404	10.98	57.6	52721892	49653987	6.18	52721892	6.18	-13.42	241125251	4.03	285894842	0	0	-94	33017651	11.55			20190410	305837988
201904	2454	聯發科	21553235	19014978	13.35	-3.43	74275128	68668965	8.16	58033081	11.96	3.08	243663508	4.55			21553235	19014978	13.35	-3.43	74275128	68668965	8.16	58033081	11.96	3.08	243663508	4.55	285894842	0	0	44	33017695	11.55			20190510	308262034
201905	2454	聯發科	19120819	20406052	-6.3	-11.29	93395946	89075017	4.85	62992718	5.81	21.63	242378275	3.13			19120819	20406052	-6.3	-11.29	93395946	89075017	4.85	62992718	5.81	21.63	242378275	3.13	285894842	0	0	179	33017874	11.55			20190610	308265020
201906	2454	聯發科	20893052	21060302	-0.79	9.27	114288998	110135319	3.77	61567106	1.8	16.78	242211025	3.42			20893052	21060302	-0.79	9.27	114288998	110135319	3.77	61567106	1.8	16.78	242211025	3.42	287028279	0	0	-268	33017606	11.5			20190710	315558687
201907	2454	聯發科	20687841	20423891	1.29	-0.98	134976839	130559210	3.38	60701712	-1.92	4.6	242474975	2.9			20687841	20423891	1.29	-0.98	134976839	130559210	3.38	60701712	-1.92	4.6	242474975	2.9	287028279	0	0	-281	33017325	11.5			20190812	317461508
201908	2454	聯發科	23043007	23502372	-1.95	11.38	158019846	154061582	2.57	64623900	-0.56	2.59	242015610	2.27			23043007	23502372	-1.95	11.38	158019846	154061582	2.57	64623900	-0.56	2.59	242015610	2.27	287028279	0	0	174	33017499	11.5			20190910	317462054
201909	2454	聯發科	23493506	23103883	1.69	1.96	181513352	177165465	2.45	67224354	0.29	9.19	242405233	2.04			23493506	23103883	1.69	1.96	181513352	177165465	2.45	67224354	0.29	9.19	242405233	2.04	311275102	0	0	-133	33017366	10.61			20191009	324337084
201910	2454	聯發科	22002624	20835525	5.6	-6.35	203515976	198000990	2.79	68539137	1.63	12.91	243572332	2.6			22002624	20835525	5.6	-6.35	203515976	198000990	2.79	68539137	1.63	12.91	243572332	2.6	311275102	0	0	26	33017392	10.61			20191108	326563222
201911	2454	聯發科	20616426	18669239	10.43	-6.3	224132402	216670229	3.44	66112556	5.6	2.3	245519519	4.33			20616426	18669239	10.43	-6.3	224132402	216670229	3.44	66112556	5.6	2.3	245519519	4.33	311275102	0	0	21	33017413	10.61			20191210	326563252
201912	2454	聯發科	22089329	21387117	3.28	7.14	246221731	238057346	3.43	64708379	6.27	-3.74	246221731	3.43			22089329	21387117	3.28	7.14	246221731	238057346	3.43	64708379	6.27	-3.74	246221731	3.43	311275102	0	0	-57	33017356	10.61			20200110	329665001
202001	2454	聯發科	19817777	16242046	22.02	-10.28	19817777	16242046	22.02	62523532	11.06	-8.78	249797462	5.19			19817777	16242046	22.02	-10.28	19817777	16242046	22.02	62523532	11.06	-8.78	249797462	5.19	311275102	0	0	56	33017412	10.61			20200210	332761327
202002	2454	聯發科	18220837	14161182	28.67	-8.06	38038614	30403228	25.11	60127943	16.1	-9.05	253857117	6.25			18220837	14161182	28.67	-8.06	38038614	30403228	25.11	60127943	16.1	-9.05	253857117	6.25	311275102	0	0	-158	33017254	10.61			20200310	335663440
